,street_name,full_address,sale_date,sale_price,price_num,sq_feet,price_sf,url,lat,long
16,6210 BRAIDWOOD WAY,"6210 BRAIDWOOD WAY Cobb County, GA",2021-11-03,"$489,000.00",489000,2940,166.3265306122449,"https://www.google.com/maps/search/6210%20BRAIDWOOD%20WAY%20Cobb%20County,%20GA",33.973881,-84.734311
17,5245 MOON RD,"5245 MOON RD Cobb County, GA",2021-11-03,"$375,000.00",375000,2951,127.07556760420196,"https://www.google.com/maps/search/5245%20MOON%20RD%20Cobb%20County,%20GA",33.8879706,-84.7054102
18,1064 BRACKETT RD NE,"1064 BRACKETT RD NE Cobb County, GA",2021-11-03,"$355,000.00",355000,1437,247.04244954766875,"https://www.google.com/maps/search/1064%20BRACKETT%20RD%20NE%20Cobb%20County,%20GA",34.0270196,-84.5189829
19,3085 SUSAN CT,"3085 SUSAN CT Cobb County, GA",2021-11-03,"$365,000.00",365000,1596,228.6967418546366,"https://www.google.com/maps/search/3085%20SUSAN%20CT%20Cobb%20County,%20GA",34.0266432,-84.4935192
20,310 PARK RIDGE CIR,"310 PARK RIDGE CIR Cobb County, GA",2021-11-03,"$178,000.00",178000,1043,170.6615532118888,"https://www.google.com/maps/search/310%20PARK%20RIDGE%20CIR%20Cobb%20County,%20GA",33.9615377,-84.4041571
21,2158 SERENITY DR,"2158 SERENITY DR Cobb County, GA",2021-11-03,"$313,000.00",313000,1524,205.38057742782152,"https://www.google.com/maps/search/2158%20SERENITY%20DR%20Cobb%20County,%20GA",34.0520891,-84.6107278
22,2860 STRATHMOOR RD,"2860 STRATHMOOR RD Cobb County, GA",2021-11-03,"$349,000.00",349000,1442,242.0249653259362,"https://www.google.com/maps/search/2860%20STRATHMOOR%20RD%20Cobb%20County,%20GA",33.8833404,-84.4981908
23,2666 DAVENPORT ST,"2666 DAVENPORT ST Cobb County, GA",2021-11-03,"$439,500.00",439500,1512,290.6746031746032,"https://www.google.com/maps/search/2666%20DAVENPORT%20ST%20Cobb%20County,%20GA",33.8879827,-84.50143
24,426 PLANTATION RD,"426 PLANTATION RD Cobb County, GA",2021-11-03,"$474,000.00",474000,1479,320.4868154158215,"https://www.google.com/maps/search/426%20PLANTATION%20RD%20Cobb%20County,%20GA",33.8652526,-84.5667051
25,2917 MISSY DR,"2917 MISSY DR Cobb County, GA",2021-11-03,"$355,000.00",355000,1670,212.5748502994012,"https://www.google.com/maps/search/2917%20MISSY%20DR%20Cobb%20County,%20GA",34.0202122,-84.444035
26,1254 ANGELIA DR,"1254 ANGELIA DR Cobb County, GA",2021-11-03,"$220,000.00",220000,1503,146.37391882900866,"https://www.google.com/maps/search/1254%20ANGELIA%20DR%20Cobb%20County,%20GA",33.8053062,-84.5910413
27,3303 FIELDWOOD DR,"3303 FIELDWOOD DR Cobb County, GA",2021-11-03,"$538,000.00",538000,2832,189.97175141242937,"https://www.google.com/maps/search/3303%20FIELDWOOD%20DR%20Cobb%20County,%20GA",33.8754595,-84.5045264
28,3327 AVIARY TRCE,"3327 AVIARY TRCE Cobb County, GA",2021-11-03,"$725,000.00",725000,3835,189.04823989569752,"https://www.google.com/maps/search/3327%20AVIARY%20TRCE%20Cobb%20County,%20GA",34.0346861,-84.6960797
29,2585 BANKSTONE DR,"2585 BANKSTONE DR Cobb County, GA",2021-11-03,"$230,000.00",230000,1304,176.38036809815952,"https://www.google.com/maps/search/2585%20BANKSTONE%20DR%20Cobb%20County,%20GA",33.8903723,-84.6212376
30,1511 GORDON BOW LN,"1511 GORDON BOW LN Cobb County, GA",2021-11-03,"$351,300.00",351300,2600,135.1153846153846,"https://www.google.com/maps/search/1511%20GORDON%20BOW%20LN%20Cobb%20County,%20GA",33.8218042,-84.6011161
31,4179 WESTCHESTER XING,"4179 WESTCHESTER XING Cobb County, GA",2021-11-03,"$486,000.00",486000,2030,239.40886699507388,"https://www.google.com/maps/search/4179%20WESTCHESTER%20XING%20Cobb%20County,%20GA",34.0519466,-84.4243855
32,1878 BEAVER DAM LN,"1878 BEAVER DAM LN Cobb County, GA",2021-11-03,"$465,000.00",465000,1761,264.05451448040884,"https://www.google.com/maps/search/1878%20BEAVER%20DAM%20LN%20Cobb%20County,%20GA",33.9964832,-84.4789694
33,3034 BALEARIC DR,"3034 BALEARIC DR Cobb County, GA",2021-11-03,"$275,000.00",275000,1747,157.41270749856898,"https://www.google.com/maps/search/3034%20BALEARIC%20DR%20Cobb%20County,%20GA",33.9158819,-84.4648448
34,3821 LOOKOUT PERCH LN SE UNIT 22,"3821 LOOKOUT PERCH LN SE UNIT 22 Cobb County, GA",2021-11-03,"$1,235,000.00",1235000,3639,339.3789502610607,"https://www.google.com/maps/search/3821%20LOOKOUT%20PERCH%20LN%20SE%20UNIT%2022%20Cobb%20County,%20GA",33.86313,-84.474762
35,521 PINEVIEW DR SE,"521 PINEVIEW DR SE Cobb County, GA",2021-11-03,"$465,000.00",465000,1481,313.9770425388251,"https://www.google.com/maps/search/521%20PINEVIEW%20DR%20SE%20Cobb%20County,%20GA",33.8646509,-84.5382935
36,2608 BENSON POOLE RD,"2608 BENSON POOLE RD Cobb County, GA",2021-11-03,"$305,000.00",305000,1000,305.0,"https://www.google.com/maps/search/2608%20BENSON%20POOLE%20RD%20Cobb%20County,%20GA",33.8896085,-84.5473835
37,1651 MASSACHUSETTS AVE UNIT 21,"1651 MASSACHUSETTS AVE UNIT 21 Cobb County, GA",2021-11-03,"$165,000.00",165000,1440,114.58333333333331,"https://www.google.com/maps/search/1651%20MASSACHUSETTS%20AVE%20UNIT%2021%20Cobb%20County,%20GA",33.9127335,-84.5699911
38,4751 BOXWOOD LN,"4751 BOXWOOD LN Cobb County, GA",2021-11-03,"$330,000.00",330000,2224,148.38129496402877,"https://www.google.com/maps/search/4751%20BOXWOOD%20LN%20Cobb%20County,%20GA",34.0680828,-84.5955937
39,1243 OLDE LEGACY LN UNIT 16,"1243 OLDE LEGACY LN UNIT 16 Cobb County, GA",2021-11-03,"$370,000.00",370000,2204,167.8765880217786,"https://www.google.com/maps/search/1243%20OLDE%20LEGACY%20LN%20UNIT%2016%20Cobb%20County,%20GA",33.8009829,-84.5182035
40,5665 CHRYS ST,"5665 CHRYS ST Cobb County, GA",2021-11-03,"$210,000.00",210000,1074,195.53072625698323,"https://www.google.com/maps/search/5665%20CHRYS%20ST%20Cobb%20County,%20GA",33.8682823,-84.6500172
41,4604 IVYGATE CIR,"4604 IVYGATE CIR Cobb County, GA",2021-11-03,"$449,900.00",449900,2690,167.24907063197026,"https://www.google.com/maps/search/4604%20IVYGATE%20CIR%20Cobb%20County,%20GA",33.844699,-84.4851845
42,3761 MASHIE CT,"3761 MASHIE CT Cobb County, GA",2021-11-03,"$440,500.00",440500,3081,142.9730606945797,"https://www.google.com/maps/search/3761%20MASHIE%20CT%20Cobb%20County,%20GA",34.0477673,-84.6769442
43,3772 HUGER PL SE,"3772 HUGER PL SE Cobb County, GA",2021-11-04,"$535,000.00",535000,2502,213.8289368505196,"https://www.google.com/maps/search/3772%20HUGER%20PL%20SE%20Cobb%20County,%20GA",33.8625264,-84.4853686
44,1613 WALKER ST SE,"1613 WALKER ST SE Cobb County, GA",2021-11-04,"$690,000.00",690000,3737,184.64008563018464,"https://www.google.com/maps/search/1613%20WALKER%20ST%20SE%20Cobb%20County,%20GA",33.8853684,-84.5058884
45,661 CROSSHAVEN DR,"661 CROSSHAVEN DR Cobb County, GA",2021-11-04,"$347,900.00",347900,1884,184.66029723991508,"https://www.google.com/maps/search/661%20CROSSHAVEN%20DR%20Cobb%20County,%20GA",33.9912242,-84.5676874
46,802 WYNNES RIDGE CIR,"802 WYNNES RIDGE CIR Cobb County, GA",2021-11-04,"$206,000.00",206000,1140,180.7017543859649,"https://www.google.com/maps/search/802%20WYNNES%20RIDGE%20CIR%20Cobb%20County,%20GA",33.9144844,-84.4678603
47,4626 IVYGATE CIR,"4626 IVYGATE CIR Cobb County, GA",2021-11-04,"$529,000.00",529000,2657,199.09672563041025,"https://www.google.com/maps/search/4626%20IVYGATE%20CIR%20Cobb%20County,%20GA",33.8445988,-84.4849316
48,2853 BERNARD LN,"2853 BERNARD LN Cobb County, GA",2021-11-04,"$875,000.00",875000,3582,244.27694025683977,"https://www.google.com/maps/search/2853%20BERNARD%20LN%20Cobb%20County,%20GA",33.8830515,-84.509156
49,1256 KINGSVIEW CIR,"1256 KINGSVIEW CIR Cobb County, GA",2021-11-04,"$500,000.00",500000,1662,300.84235860409143,"https://www.google.com/maps/search/1256%20KINGSVIEW%20CIR%20Cobb%20County,%20GA",33.8627502,-84.5150299
50,2806 FRASER ST,"2806 FRASER ST Cobb County, GA",2021-11-04,"$425,000.00",425000,1704,249.4131455399061,"https://www.google.com/maps/search/2806%20FRASER%20ST%20Cobb%20County,%20GA",33.8849556,-84.5247379
51,3766 LAKE DR SE,"3766 LAKE DR SE Cobb County, GA",2021-11-04,"$539,000.00",539000,1300,414.61538461538464,"https://www.google.com/maps/search/3766%20LAKE%20DR%20SE%20Cobb%20County,%20GA",33.8621475,-84.5298575
52,3872 FELTON HILL RD UNIT 4,"3872 FELTON HILL RD UNIT 4 Cobb County, GA",2021-11-04,"$425,000.00",425000,2316,183.50604490500865,"https://www.google.com/maps/search/3872%20FELTON%20HILL%20RD%20UNIT%204%20Cobb%20County,%20GA",33.8599917,-84.5751594
53,116 CLUBHOUSE DR,"116 CLUBHOUSE DR Cobb County, GA",2021-11-04,"$370,000.00",370000,1661,222.75737507525588,"https://www.google.com/maps/search/116%20CLUBHOUSE%20DR%20Cobb%20County,%20GA",34.0343768,-84.6612962
54,2619 MCGUIRE DR,"2619 MCGUIRE DR Cobb County, GA",2021-11-04,"$300,000.00",300000,1338,224.2152466367713,"https://www.google.com/maps/search/2619%20MCGUIRE%20DR%20Cobb%20County,%20GA",34.0351128,-84.6243452
55,3533 DONAMIRE CV,"3533 DONAMIRE CV Cobb County, GA",2021-11-04,"$370,000.00",370000,2198,168.3348498635123,"https://www.google.com/maps/search/3533%20DONAMIRE%20CV%20Cobb%20County,%20GA",34.0421407,-84.6402485
56,1292 WILLAMETTE WAY,"1292 WILLAMETTE WAY Cobb County, GA",2021-11-04,"$326,736.00",326736,1879,173.88823842469398,"https://www.google.com/maps/search/1292%20WILLAMETTE%20WAY%20Cobb%20County,%20GA",33.8836139,-84.5896711
57,873 WHITTINGTON PKWY SW,"873 WHITTINGTON PKWY SW Cobb County, GA",2021-11-04,"$322,000.00",322000,1900,169.47368421052633,"https://www.google.com/maps/search/873%20WHITTINGTON%20PKWY%20SW%20Cobb%20County,%20GA",33.8892432,-84.5807727
58,4152 HIDDEN ENCLAVE LN,"4152 HIDDEN ENCLAVE LN Cobb County, GA",2021-11-04,"$470,000.00",470000,3154,149.0171211160431,"https://www.google.com/maps/search/4152%20HIDDEN%20ENCLAVE%20LN%20Cobb%20County,%20GA",33.9944299,-84.6709388
59,370 PLEASANT OAK CT,"370 PLEASANT OAK CT Cobb County, GA",2021-11-04,"$191,500.00",191500,1488,128.69623655913978,"https://www.google.com/maps/search/370%20PLEASANT%20OAK%20CT%20Cobb%20County,%20GA",33.9233354,-84.561172
60,3150 BUNKER HILL CIR,"3150 BUNKER HILL CIR Cobb County, GA",2021-11-04,"$515,000.00",515000,2402,214.40466278101584,"https://www.google.com/maps/search/3150%20BUNKER%20HILL%20CIR%20Cobb%20County,%20GA",34.0002317,-84.4597969
61,236 INDIAN TRL,"236 INDIAN TRL Cobb County, GA",2021-11-04,"$295,000.00",295000,1118,263.8640429338104,"https://www.google.com/maps/search/236%20INDIAN%20TRL%20Cobb%20County,%20GA",33.9558193,-84.4933348
62,3760 WINSLOW CT,"3760 WINSLOW CT Cobb County, GA",2021-11-04,"$424,900.00",424900,1836,231.42701525054463,"https://www.google.com/maps/search/3760%20WINSLOW%20CT%20Cobb%20County,%20GA",34.0493494,-84.4446502
63,4871 POST OAK TRITT RD,"4871 POST OAK TRITT RD Cobb County, GA",2021-11-04,"$345,000.00",345000,1592,216.70854271356785,"https://www.google.com/maps/search/4871%20POST%20OAK%20TRITT%20RD%20Cobb%20County,%20GA",34.0188764,-84.4078075
64,709 MILL POND BLVD,"709 MILL POND BLVD Cobb County, GA",2021-11-04,"$581,450.00",581450,3353,173.41186996719355,"https://www.google.com/maps/search/709%20MILL%20POND%20BLVD%20Cobb%20County,%20GA",33.9710411,-84.4706272
65,2734 HARPER WOODS DR,"2734 HARPER WOODS DR Cobb County, GA",2021-11-04,"$405,000.00",405000,2267,178.65019850022057,"https://www.google.com/maps/search/2734%20HARPER%20WOODS%20DR%20Cobb%20County,%20GA",34.0213562,-84.48397
66,5882 BUCKNER CREEK DR,"5882 BUCKNER CREEK DR Cobb County, GA",2021-11-04,"$485,000.00",485000,2647,183.2262939176426,"https://www.google.com/maps/search/5882%20BUCKNER%20CREEK%20DR%20Cobb%20County,%20GA",33.8130565,-84.5293046
67,2052 JEBS CT,"2052 JEBS CT Cobb County, GA",2021-11-04,"$190,000.00",190000,888,213.963963963964,"https://www.google.com/maps/search/2052%20JEBS%20CT%20Cobb%20County,%20GA",34.0324771,-84.6116169
68,4248 WORTH ST UNIT 4191,"4248 WORTH ST UNIT 4191 Cobb County, GA",2021-11-04,"$130,000.00",130000,1118,116.27906976744184,"https://www.google.com/maps/search/4248%20WORTH%20ST%20UNIT%204191%20Cobb%20County,%20GA",34.0581004,-84.6656022
69,4904 COLCHESTER CT UNIT/BLDG 12/3,"4904 COLCHESTER CT UNIT/BLDG 12/3 Cobb County, GA",2021-11-04,"$410,000.00",410000,1920,213.54166666666663,"https://www.google.com/maps/search/4904%20COLCHESTER%20CT%20UNIT/BLDG%2012/3%20Cobb%20County,%20GA",error,error
70,652 FOREST RIDGE DR,"652 FOREST RIDGE DR Cobb County, GA",2021-11-04,"$285,000.00",285000,1130,252.21238938053096,"https://www.google.com/maps/search/652%20FOREST%20RIDGE%20DR%20Cobb%20County,%20GA",33.9362207,-84.4906095
71,1555 MOSAIC WAY,"1555 MOSAIC WAY Cobb County, GA",2021-11-04,"$385,000.00",385000,1764,218.25396825396825,"https://www.google.com/maps/search/1555%20MOSAIC%20WAY%20Cobb%20County,%20GA",33.8813148,-84.5057693
72,1050 DOWNING CT,"1050 DOWNING CT Cobb County, GA",2021-11-04,"$710,000.00",710000,3678,193.03969548667757,"https://www.google.com/maps/search/1050%20DOWNING%20CT%20Cobb%20County,%20GA",33.9738182,-84.4205081
73,16 JEKYLL DR UNIT 31,"16 JEKYLL DR UNIT 31 Cobb County, GA",2021-11-04,"$315,000.00",315000,1780,176.96629213483146,"https://www.google.com/maps/search/16%20JEKYLL%20DR%20UNIT%2031%20Cobb%20County,%20GA",34.0081757,-84.5574746
74,22 HARDPAN ALY NW,"22 HARDPAN ALY NW Cobb County, GA",2021-11-04,"$420,000.00",420000,2005,209.47630922693267,"https://www.google.com/maps/search/22%20HARDPAN%20ALY%20NW%20Cobb%20County,%20GA",34.0189602,-84.5519169
75,1650 FAIR OAK WAY UNIT 25,"1650 FAIR OAK WAY UNIT 25 Cobb County, GA",2021-11-04,"$336,000.00",336000,1952,172.13114754098362,"https://www.google.com/maps/search/1650%20FAIR%20OAK%20WAY%20UNIT%2025%20Cobb%20County,%20GA",33.813408,-84.504602
76,6037 SIMONE ST,"6037 SIMONE ST Cobb County, GA",2021-11-04,"$694,708.00",694708,3995,173.89436795994993,"https://www.google.com/maps/search/6037%20SIMONE%20ST%20Cobb%20County,%20GA",34.026397,-84.728878
77,2201 ELLIS MOUNTAIN DR SW,"2201 ELLIS MOUNTAIN DR SW Cobb County, GA",2021-11-04,"$710,135.00",710135,4369,162.5394827191577,"https://www.google.com/maps/search/2201%20ELLIS%20MOUNTAIN%20DR%20SW%20Cobb%20County,%20GA",33.9416803,-84.6171893
78,4129 DOWN DR,"4129 DOWN DR Cobb County, GA",2021-11-04,"$210,000.00",210000,1810,116.0220994475138,"https://www.google.com/maps/search/4129%20DOWN%20DR%20Cobb%20County,%20GA",33.8062928,-84.6751672
79,121 LAROSE CIR,"121 LAROSE CIR Cobb County, GA",2021-11-04,"$255,000.00",255000,1538,165.7997399219766,"https://www.google.com/maps/search/121%20LAROSE%20CIR%20Cobb%20County,%20GA",33.8972816,-84.5509044
80,4272 CABRETTA DR,"4272 CABRETTA DR Cobb County, GA",2021-11-04,"$256,000.00",256000,1384,184.971098265896,"https://www.google.com/maps/search/4272%20CABRETTA%20DR%20Cobb%20County,%20GA",33.8495657,-84.5028253
81,3860 RIDGE RD SE,"3860 RIDGE RD SE Cobb County, GA",2021-11-04,"$608,000.00",608000,2476,245.55735056542807,"https://www.google.com/maps/search/3860%20RIDGE%20RD%20SE%20Cobb%20County,%20GA",33.8593495,-84.5040502
82,4110 DEERWOOD PKWY,"4110 DEERWOOD PKWY Cobb County, GA",2021-11-04,"$329,900.00",329900,1444,228.46260387811637,"https://www.google.com/maps/search/4110%20DEERWOOD%20PKWY%20Cobb%20County,%20GA",33.854376,-84.5491988
83,222 PINEHURST LN,"222 PINEHURST LN Cobb County, GA",2021-11-04,"$490,000.00",490000,2092,234.22562141491397,"https://www.google.com/maps/search/222%20PINEHURST%20LN%20Cobb%20County,%20GA",33.9553241,-84.4537137
84,4965 ABBOTTS GLEN TRL,"4965 ABBOTTS GLEN TRL Cobb County, GA",2021-11-04,"$373,300.00",373300,1654,225.69528415961307,"https://www.google.com/maps/search/4965%20ABBOTTS%20GLEN%20TRL%20Cobb%20County,%20GA",34.0755418,-84.6282703
85,2775 ADAMS LANDING WAY,"2775 ADAMS LANDING WAY Cobb County, GA",2021-11-04,"$400,000.00",400000,3094,129.2824822236587,"https://www.google.com/maps/search/2775%20ADAMS%20LANDING%20WAY%20Cobb%20County,%20GA",33.886655,-84.6547171
86,1675 N HOOD CT,"1675 N HOOD CT Cobb County, GA",2021-11-04,"$310,000.00",310000,2028,152.85996055226823,"https://www.google.com/maps/search/1675%20N%20HOOD%20CT%20Cobb%20County,%20GA",33.9949408,-84.6267167
87,2088 CHEROKEE RIDGE TRL,"2088 CHEROKEE RIDGE TRL Cobb County, GA",2021-11-04,"$311,700.00",311700,1288,242.0031055900621,"https://www.google.com/maps/search/2088%20CHEROKEE%20RIDGE%20TRL%20Cobb%20County,%20GA",34.0253194,-84.6087647
88,5125 SOPHY DR,"5125 SOPHY DR Cobb County, GA",2021-11-04,"$495,000.00",495000,3059,161.81758744687806,"https://www.google.com/maps/search/5125%20SOPHY%20DR%20Cobb%20County,%20GA",33.9013748,-84.702797
89,3200 FARMINGTON DR SE,"3200 FARMINGTON DR SE Cobb County, GA",2021-11-04,"$1,300,000.00",1300000,4668,278.49185946872325,"https://www.google.com/maps/search/3200%20FARMINGTON%20DR%20SE%20Cobb%20County,%20GA",33.8485143,-84.4600287
90,1194 KILRUSH DR,"1194 KILRUSH DR Cobb County, GA",2021-11-04,"$462,300.00",462300,2932,157.67394270122784,"https://www.google.com/maps/search/1194%20KILRUSH%20DR%20Cobb%20County,%20GA",33.8151023,-84.5180613
91,1710 SILVERCHASE DR,"1710 SILVERCHASE DR Cobb County, GA",2021-11-04,"$334,600.00",334600,2205,151.74603174603175,"https://www.google.com/maps/search/1710%20SILVERCHASE%20DR%20Cobb%20County,%20GA",33.8763911,-84.6026295
92,1162 RIDGECREST LN,"1162 RIDGECREST LN Cobb County, GA",2021-11-04,"$190,000.00",190000,1260,150.79365079365078,"https://www.google.com/maps/search/1162%20RIDGECREST%20LN%20Cobb%20County,%20GA",33.8897003,-84.479351
93,576 SMYRNA POWDER SPRINGS RD,"576 SMYRNA POWDER SPRINGS RD Cobb County, GA",2021-11-05,"$360,000.00",360000,1713,210.15761821366024,"https://www.google.com/maps/search/576%20SMYRNA%20POWDER%20SPRINGS%20RD%20Cobb%20County,%20GA",33.8810601,-84.5703477
94,5950 LAKE ACWORTH DR NW,"5950 LAKE ACWORTH DR NW Cobb County, GA",2021-11-05,"$285,000.00",285000,1786,159.5744680851064,"https://www.google.com/maps/search/5950%20LAKE%20ACWORTH%20DR%20NW%20Cobb%20County,%20GA",34.0767891,-84.6609285
95,6042 CASTLEMAIN DR,"6042 CASTLEMAIN DR Cobb County, GA",2021-11-05,"$375,000.00",375000,2509,149.46193702670388,"https://www.google.com/maps/search/6042%20CASTLEMAIN%20DR%20Cobb%20County,%20GA",33.8086517,-84.5180431
96,2761 NORTHGATE CT,"2761 NORTHGATE CT Cobb County, GA",2021-11-05,"$285,000.00",285000,1807,157.71997786386277,"https://www.google.com/maps/search/2761%20NORTHGATE%20CT%20Cobb%20County,%20GA",34.0631983,-84.6276963
97,1913 CHEATHAM WOODS DR,"1913 CHEATHAM WOODS DR Cobb County, GA",2021-11-05,"$195,000.00",195000,1512,128.96825396825398,"https://www.google.com/maps/search/1913%20CHEATHAM%20WOODS%20DR%20Cobb%20County,%20GA",33.9054883,-84.5945123
98,1856 GRANT CT,"1856 GRANT CT Cobb County, GA",2021-11-05,"$205,000.00",205000,1408,145.5965909090909,"https://www.google.com/maps/search/1856%20GRANT%20CT%20Cobb%20County,%20GA",34.0377665,-84.6007975
99,2372 HABERSHAM DR,"2372 HABERSHAM DR Cobb County, GA",2021-11-05,"$540,000.00",540000,3013,179.22336541652837,"https://www.google.com/maps/search/2372%20HABERSHAM%20DR%20Cobb%20County,%20GA",33.9295229,-84.6217896
100,2774 SANFORD PL,"2774 SANFORD PL Cobb County, GA",2021-11-05,"$405,000.00",405000,1016,398.62204724409446,"https://www.google.com/maps/search/2774%20SANFORD%20PL%20Cobb%20County,%20GA",33.8856953,-84.5266012
101,2499 KENNESAW DR NW,"2499 KENNESAW DR NW Cobb County, GA",2021-11-05,"$250,000.00",250000,1440,173.61111111111111,"https://www.google.com/maps/search/2499%20KENNESAW%20DR%20NW%20Cobb%20County,%20GA",34.0147011,-84.6170258
102,3363 HOLLYRIDGE TRL,"3363 HOLLYRIDGE TRL Cobb County, GA",2021-11-05,"$270,254.00",270254,1568,172.35586734693877,"https://www.google.com/maps/search/3363%20HOLLYRIDGE%20TRL%20Cobb%20County,%20GA",33.89652,-84.5577962
103,6269 LOBELIA RD,"6269 LOBELIA RD Cobb County, GA",2021-11-05,"$155,000.00",155000,1320,117.42424242424242,"https://www.google.com/maps/search/6269%20LOBELIA%20RD%20Cobb%20County,%20GA",33.8013105,-84.5810694
104,2597 BEECHWOOD DR NE,"2597 BEECHWOOD DR NE Cobb County, GA",2021-11-05,"$393,000.00",393000,1678,234.20738974970203,"https://www.google.com/maps/search/2597%20BEECHWOOD%20DR%20NE%20Cobb%20County,%20GA",33.990346,-84.475986
105,3485 BELLS FERRY RD,"3485 BELLS FERRY RD Cobb County, GA",2021-11-05,"$435,000.00",435000,2086,208.53307766059444,"https://www.google.com/maps/search/3485%20BELLS%20FERRY%20RD%20Cobb%20County,%20GA",34.0366844,-84.5510068
106,1308 WILLAMETTE WAY,"1308 WILLAMETTE WAY Cobb County, GA",2021-11-05,"$350,000.00",350000,1879,186.26929217668973,"https://www.google.com/maps/search/1308%20WILLAMETTE%20WAY%20Cobb%20County,%20GA",33.8836169,-84.5899874
107,1250 BOONE HALL DR,"1250 BOONE HALL DR Cobb County, GA",2021-11-05,"$575,000.00",575000,2979,193.0177912051024,"https://www.google.com/maps/search/1250%20BOONE%20HALL%20DR%20Cobb%20County,%20GA",33.9267055,-84.6946708
108,6795 KEITH AVE,"6795 KEITH AVE Cobb County, GA",2021-11-05,"$110,000.00",110000,2821,38.993264799716414,"https://www.google.com/maps/search/6795%20KEITH%20AVE%20Cobb%20County,%20GA",33.7881115,-84.5692631
