,street_name,full_address,sale_date,sale_price,price_num,sq_feet,price_sf,url,lat,long
13,4893 ARBORVITAE CT,"4893 ARBORVITAE CT Cobb County, GA",2022-10-28,"$1,522,335.00",1522335,4740,321.1677215189873,"https://www.google.com/maps/search/4893%20ARBORVITAE%20CT%20Cobb%20County,%20GA",34.070298,-84.4697048
14,230 HURT DR SE,"230 HURT DR SE Cobb County, GA",2022-10-31,"$340,000.00",340000,1111,306.030603060306,"https://www.google.com/maps/search/230%20HURT%20DR%20SE%20Cobb%20County,%20GA",33.86878,-84.5471378
15,2474 HORSESHOE BEND RD,"2474 HORSESHOE BEND RD Cobb County, GA",2022-10-31,"$365,000.00",365000,1637,222.96884544899208,"https://www.google.com/maps/search/2474%20HORSESHOE%20BEND%20RD%20Cobb%20County,%20GA",33.8863336,-84.6257967
16,507 MULBERRY CT,"507 MULBERRY CT Cobb County, GA",2022-10-31,"$399,500.00",399500,1878,212.7263045793397,"https://www.google.com/maps/search/507%20MULBERRY%20CT%20Cobb%20County,%20GA",33.950248,-84.4078462
17,445 SCOTT FARM DR,"445 SCOTT FARM DR Cobb County, GA",2022-10-31,"$710,000.00",710000,3542,200.45172219085265,"https://www.google.com/maps/search/445%20SCOTT%20FARM%20DR%20Cobb%20County,%20GA",33.9660004,-84.7044303
18,711 MARAN LN,"711 MARAN LN Cobb County, GA",2022-10-31,"$296,000.00",296000,1253,236.23304070231444,"https://www.google.com/maps/search/711%20MARAN%20LN%20Cobb%20County,%20GA",33.8253538,-84.5749312
19,71 GERALDINE DR,"71 GERALDINE DR Cobb County, GA",2022-10-31,"$460,000.00",460000,3008,152.9255319148936,"https://www.google.com/maps/search/71%20GERALDINE%20DR%20Cobb%20County,%20GA",33.859386,-84.5578638
20,2122 SHILLINGWOOD DR,"2122 SHILLINGWOOD DR Cobb County, GA",2022-10-31,"$310,000.00",310000,1476,210.02710027100272,"https://www.google.com/maps/search/2122%20SHILLINGWOOD%20DR%20Cobb%20County,%20GA",34.0043305,-84.628025
21,2871 RIDGECREST CIR,"2871 RIDGECREST CIR Cobb County, GA",2022-10-31,"$220,000.00",220000,1080,203.7037037037037,"https://www.google.com/maps/search/2871%20RIDGECREST%20CIR%20Cobb%20County,%20GA",33.8838526,-84.6462162
22,4714 LINCOLN DR,"4714 LINCOLN DR Cobb County, GA",2022-10-31,"$261,000.00",261000,1050,248.57142857142856,"https://www.google.com/maps/search/4714%20LINCOLN%20DR%20Cobb%20County,%20GA",34.06628,-84.5302261
23,4300 FAIRGREEN DR,"4300 FAIRGREEN DR Cobb County, GA",2022-10-31,"$2,212,500.00",2212500,5702,388.0217467555244,"https://www.google.com/maps/search/4300%20FAIRGREEN%20DR%20Cobb%20County,%20GA",33.9641777,-84.431483
24,168 SCOTT DR SE,"168 SCOTT DR SE Cobb County, GA",2022-10-31,"$315,000.00",315000,1100,286.3636363636364,"https://www.google.com/maps/search/168%20SCOTT%20DR%20SE%20Cobb%20County,%20GA",33.9472916,-84.5027843
25,4960 SHANNON WAY,"4960 SHANNON WAY Cobb County, GA",2022-10-31,"$450,000.00",450000,2044,220.15655577299407,"https://www.google.com/maps/search/4960%20SHANNON%20WAY%20Cobb%20County,%20GA",33.8371593,-84.5610771
26,920 BANK ST,"920 BANK ST Cobb County, GA",2022-10-31,"$415,000.00",415000,1221,339.8853398853399,"https://www.google.com/maps/search/920%20BANK%20ST%20Cobb%20County,%20GA",33.8842198,-84.5268125
27,1208 DANIELL DR,"1208 DANIELL DR Cobb County, GA",2022-10-31,"$595,000.00",595000,2057,289.25619834710744,"https://www.google.com/maps/search/1208%20DANIELL%20DR%20Cobb%20County,%20GA",33.8691353,-84.5184613
28,1464 MILFORD CT,"1464 MILFORD CT Cobb County, GA",2022-10-31,"$400,000.00",400000,1928,207.4688796680498,"https://www.google.com/maps/search/1464%20MILFORD%20CT%20Cobb%20County,%20GA",33.878787,-84.5957982
29,1155 WEDGEFIELD DR,"1155 WEDGEFIELD DR Cobb County, GA",2022-10-31,"$351,500.00",351500,1865,188.47184986595173,"https://www.google.com/maps/search/1155%20WEDGEFIELD%20DR%20Cobb%20County,%20GA",33.9304633,-84.6114845
30,607 CRIMSONWOOD CT,"607 CRIMSONWOOD CT Cobb County, GA",2022-10-31,"$621,000.00",621000,4118,150.80135988343855,"https://www.google.com/maps/search/607%20CRIMSONWOOD%20CT%20Cobb%20County,%20GA",33.936192,-84.6832122
31,4840 HAMPTON FARMS DR,"4840 HAMPTON FARMS DR Cobb County, GA",2022-10-31,"$760,000.00",760000,2512,302.54777070063693,"https://www.google.com/maps/search/4840%20HAMPTON%20FARMS%20DR%20Cobb%20County,%20GA",33.9544908,-84.4102699
32,4206 LAKE RILL CT,"4206 LAKE RILL CT Cobb County, GA",2022-10-31,"$475,000.00",475000,3272,145.1711491442543,"https://www.google.com/maps/search/4206%20LAKE%20RILL%20CT%20Cobb%20County,%20GA",33.9886895,-84.4282831
33,1433 LIVINGSTON DR,"1433 LIVINGSTON DR Cobb County, GA",2022-10-31,"$310,600.00",310600,2276,136.46748681898066,"https://www.google.com/maps/search/1433%20LIVINGSTON%20DR%20Cobb%20County,%20GA",33.921613,-84.5973527
34,5379 TELFORD CIR,"5379 TELFORD CIR Cobb County, GA",2022-10-31,"$272,600.00",272600,1378,197.82293178519595,"https://www.google.com/maps/search/5379%20TELFORD%20CIR%20Cobb%20County,%20GA",33.8447285,-84.7093094
35,5803 SILVER LAKE DR,"5803 SILVER LAKE DR Cobb County, GA",2022-10-31,"$322,035.00",322035,1786,180.3107502799552,"https://www.google.com/maps/search/5803%20SILVER%20LAKE%20DR%20Cobb%20County,%20GA",33.8130774,-84.5939701
36,3071 BROWNMOORE DR,"3071 BROWNMOORE DR Cobb County, GA",2022-10-31,"$259,000.00",259000,1475,175.59322033898306,"https://www.google.com/maps/search/3071%20BROWNMOORE%20DR%20Cobb%20County,%20GA",33.8791137,-84.5606883
37,4223 SANDERS RD,"4223 SANDERS RD Cobb County, GA",2022-10-31,"$340,000.00",340000,1362,249.63289280469897,"https://www.google.com/maps/search/4223%20SANDERS%20RD%20Cobb%20County,%20GA",33.8510207,-84.6409434
38,5799 SILVER LAKE DR,"5799 SILVER LAKE DR Cobb County, GA",2022-10-31,"$337,245.00",337245,1988,169.64034205231388,"https://www.google.com/maps/search/5799%20SILVER%20LAKE%20DR%20Cobb%20County,%20GA",33.8130774,-84.5939701
39,11 CEDAR VALLEY DR NE,"11 CEDAR VALLEY DR NE Cobb County, GA",2022-10-31,"$355,500.00",355500,1376,258.3575581395349,"https://www.google.com/maps/search/11%20CEDAR%20VALLEY%20DR%20NE%20Cobb%20County,%20GA",34.0471733,-84.5502903
40,2620 MORGAN LAKE DR,"2620 MORGAN LAKE DR Cobb County, GA",2022-10-31,"$325,000.00",325000,1456,223.2142857142857,"https://www.google.com/maps/search/2620%20MORGAN%20LAKE%20DR%20Cobb%20County,%20GA",34.0158398,-84.5139648
41,19 PEPPERTREE CT,"19 PEPPERTREE CT Cobb County, GA",2022-10-31,"$690,000.00",690000,3001,229.9233588803732,"https://www.google.com/maps/search/19%20PEPPERTREE%20CT%20Cobb%20County,%20GA",33.9508657,-84.4511302
42,110 E ACRES DR,"110 E ACRES DR Cobb County, GA",2022-10-31,"$290,000.00",290000,1100,263.6363636363636,"https://www.google.com/maps/search/110%20E%20ACRES%20DR%20Cobb%20County,%20GA",33.9468843,-84.4979449
43,206 TIMBER CREEK LN,"206 TIMBER CREEK LN Cobb County, GA",2022-10-31,"$258,000.00",258000,1408,183.2386363636364,"https://www.google.com/maps/search/206%20TIMBER%20CREEK%20LN%20Cobb%20County,%20GA",33.8867128,-84.5593733
44,4392 BRIDGEHAVEN DR UNIT 11,"4392 BRIDGEHAVEN DR UNIT 11 Cobb County, GA",2022-10-31,"$675,000.00",675000,3080,219.15584415584416,"https://www.google.com/maps/search/4392%20BRIDGEHAVEN%20DR%20UNIT%2011%20Cobb%20County,%20GA",33.8503033,-84.4918445
45,4178 MCBRIDE DR,"4178 MCBRIDE DR Cobb County, GA",2022-10-31,"$383,000.00",383000,2212,173.14647377938516,"https://www.google.com/maps/search/4178%20MCBRIDE%20DR%20Cobb%20County,%20GA",33.8987513,-84.673145
46,2763 MILDRED PL,"2763 MILDRED PL Cobb County, GA",2022-10-31,"$377,000.00",377000,1175,320.8510638297872,"https://www.google.com/maps/search/2763%20MILDRED%20PL%20Cobb%20County,%20GA",33.8857019,-84.5014774
47,4810 COUNTRY COVE WAY,"4810 COUNTRY COVE WAY Cobb County, GA",2022-10-31,"$260,000.00",260000,1556,167.09511568123392,"https://www.google.com/maps/search/4810%20COUNTRY%20COVE%20WAY%20Cobb%20County,%20GA",33.8777234,-84.7016128
48,3883 EASY CIR,"3883 EASY CIR Cobb County, GA",2022-10-31,"$356,000.00",356000,1300,273.84615384615387,"https://www.google.com/maps/search/3883%20EASY%20CIR%20Cobb%20County,%20GA",34.0439459,-84.4846258
49,2204 PEACEDALE CT,"2204 PEACEDALE CT Cobb County, GA",2022-10-31,"$770,000.00",770000,3766,204.46096654275087,"https://www.google.com/maps/search/2204%20PEACEDALE%20CT%20Cobb%20County,%20GA",33.9337159,-84.6128545
50,3728 VILLA SPRINGS CIR,"3728 VILLA SPRINGS CIR Cobb County, GA",2022-10-31,"$330,000.00",330000,1604,205.7356608478803,"https://www.google.com/maps/search/3728%20VILLA%20SPRINGS%20CIR%20Cobb%20County,%20GA",33.8623024,-84.6703912
51,1040 GREEN VALLEY RD SW,"1040 GREEN VALLEY RD SW Cobb County, GA",2022-10-31,"$226,600.00",226600,1338,169.35724962630792,"https://www.google.com/maps/search/1040%20GREEN%20VALLEY%20RD%20SW%20Cobb%20County,%20GA",33.8364752,-84.5836457
52,2341 WAVETREE LN,"2341 WAVETREE LN Cobb County, GA",2022-10-31,"$318,900.00",318900,1260,253.0952380952381,"https://www.google.com/maps/search/2341%20WAVETREE%20LN%20Cobb%20County,%20GA",34.0536983,-84.6137951
53,3919 COLLIER TRCE,"3919 COLLIER TRCE Cobb County, GA",2022-10-31,"$400,000.00",400000,2303,173.6864958749457,"https://www.google.com/maps/search/3919%20COLLIER%20TRCE%20Cobb%20County,%20GA",34.0483054,-84.6373462
54,3115 SEVEN PINES CT UNIT 9,"3115 SEVEN PINES CT UNIT 9 Cobb County, GA",2022-10-31,"$224,000.00",224000,980,228.57142857142856,"https://www.google.com/maps/search/3115%20SEVEN%20PINES%20CT%20UNIT%209%20Cobb%20County,%20GA",33.872986,-84.4692377
55,3725 SILVERY WAY,"3725 SILVERY WAY Cobb County, GA",2022-10-31,"$405,504.00",405504,1852,218.95464362850973,"https://www.google.com/maps/search/3725%20SILVERY%20WAY%20Cobb%20County,%20GA",33.858132,-84.658359
56,3358 VERNON CMNS,"3358 VERNON CMNS Cobb County, GA",2022-10-31,"$355,000.00",355000,1956,181.49284253578733,"https://www.google.com/maps/search/3358%20VERNON%20CMNS%20Cobb%20County,%20GA",34.0329635,-84.6496753
57,3777 KING SPRINGS RD,"3777 KING SPRINGS RD Cobb County, GA",2022-10-31,"$350,000.00",350000,1494,234.27041499330656,"https://www.google.com/maps/search/3777%20KING%20SPRINGS%20RD%20Cobb%20County,%20GA",33.8614536,-84.5161769
58,4444 HIDE-A-WAY DR,"4444 HIDE-A-WAY DR Cobb County, GA",2022-10-31,"$415,000.00",415000,1912,217.05020920502093,"https://www.google.com/maps/search/4444%20HIDE-A-WAY%20DR%20Cobb%20County,%20GA",33.8458011,-84.6218919
59,4491 STERLING POINTE DR,"4491 STERLING POINTE DR Cobb County, GA",2022-11-01,"$850,000.00",850000,3945,215.46261089987323,"https://www.google.com/maps/search/4491%20STERLING%20POINTE%20DR%20Cobb%20County,%20GA",34.0050526,-84.6912607
60,1756 EVENSTAD WAY,"1756 EVENSTAD WAY Cobb County, GA",2022-11-01,"$524,397.00",524397,1700,308.4688235294118,"https://www.google.com/maps/search/1756%20EVENSTAD%20WAY%20Cobb%20County,%20GA",33.8926195,-84.5019245
61,6674 SHADY RIDGE LN,"6674 SHADY RIDGE LN Cobb County, GA",2022-11-01,"$296,000.00",296000,2345,126.22601279317698,"https://www.google.com/maps/search/6674%20SHADY%20RIDGE%20LN%20Cobb%20County,%20GA",33.7905013,-84.589494
62,4092 NORTON PL,"4092 NORTON PL Cobb County, GA",2022-11-01,"$612,000.00",612000,2332,262.4356775300172,"https://www.google.com/maps/search/4092%20NORTON%20PL%20Cobb%20County,%20GA",33.8497187,-84.5520331
63,3842 FELTON HILL RD UNIT 6,"3842 FELTON HILL RD UNIT 6 Cobb County, GA",2022-11-01,"$462,000.00",462000,2264,204.06360424028267,"https://www.google.com/maps/search/3842%20FELTON%20HILL%20RD%20UNIT%206%20Cobb%20County,%20GA",33.8608425,-84.5744289
64,464 WINDOL CT,"464 WINDOL CT Cobb County, GA",2022-11-01,"$390,000.00",390000,1568,248.7244897959184,"https://www.google.com/maps/search/464%20WINDOL%20CT%20Cobb%20County,%20GA",34.0091942,-84.5372698
65,782 FRASIER CIR,"782 FRASIER CIR Cobb County, GA",2022-11-01,"$360,000.00",360000,2000,180.0,"https://www.google.com/maps/search/782%20FRASIER%20CIR%20Cobb%20County,%20GA",33.9474296,-84.5330602
66,317 FOXFIRE DR,"317 FOXFIRE DR Cobb County, GA",2022-11-01,"$358,000.00",358000,1392,257.18390804597703,"https://www.google.com/maps/search/317%20FOXFIRE%20DR%20Cobb%20County,%20GA",33.8618813,-84.5612204
67,3021 BALEARIC DR,"3021 BALEARIC DR Cobb County, GA",2022-11-01,"$325,000.00",325000,1914,169.80146290491118,"https://www.google.com/maps/search/3021%20BALEARIC%20DR%20Cobb%20County,%20GA",33.9159933,-84.4638892
68,5232 CRESTHAVEN WALK,"5232 CRESTHAVEN WALK Cobb County, GA",2022-11-01,"$850,725.00",850725,3311,256.93899124131684,"https://www.google.com/maps/search/5232%20CRESTHAVEN%20WALK%20Cobb%20County,%20GA",33.8272152,-84.5307194
69,75 FAIR HAVEN WAY,"75 FAIR HAVEN WAY Cobb County, GA",2022-11-01,"$274,900.00",274900,1404,195.7977207977208,"https://www.google.com/maps/search/75%20FAIR%20HAVEN%20WAY%20Cobb%20County,%20GA",33.8964396,-84.4956443
70,1068 WINDY ELM DR,"1068 WINDY ELM DR Cobb County, GA",2022-11-01,"$550,000.00",550000,3096,177.6485788113695,"https://www.google.com/maps/search/1068%20WINDY%20ELM%20DR%20Cobb%20County,%20GA",33.8917252,-84.5441489
71,5033 RODRICK TRL,"5033 RODRICK TRL Cobb County, GA",2022-11-01,"$370,000.00",370000,1814,203.9691289966924,"https://www.google.com/maps/search/5033%20RODRICK%20TRL%20Cobb%20County,%20GA",34.0725735,-84.5161536
72,1312 PIERCE AVE,"1312 PIERCE AVE Cobb County, GA",2022-11-01,"$440,000.00",440000,1357,324.2446573323508,"https://www.google.com/maps/search/1312%20PIERCE%20AVE%20Cobb%20County,%20GA",33.891825,-84.5150299
73,5864 RIDGE DR,"5864 RIDGE DR Cobb County, GA",2022-11-01,"$130,000.00",130000,960,135.41666666666666,"https://www.google.com/maps/search/5864%20RIDGE%20DR%20Cobb%20County,%20GA",33.8109527,-84.5525625
74,1672 PADDLEWHEEL DR,"1672 PADDLEWHEEL DR Cobb County, GA",2022-11-01,"$252,500.00",252500,1408,179.33238636363637,"https://www.google.com/maps/search/1672%20PADDLEWHEEL%20DR%20Cobb%20County,%20GA",33.9728859,-84.5027407
75,6214 DENNY LN,"6214 DENNY LN Cobb County, GA",2022-11-01,"$156,600.00",156600,1008,155.35714285714286,"https://www.google.com/maps/search/6214%20DENNY%20LN%20Cobb%20County,%20GA",33.8026297,-84.5774275
76,2079 LIVING SPRINGS CIR,"2079 LIVING SPRINGS CIR Cobb County, GA",2022-11-01,"$466,265.00",466265,2159,215.9634089856415,"https://www.google.com/maps/search/2079%20LIVING%20SPRINGS%20CIR%20Cobb%20County,%20GA",33.9041868,-84.6928943
77,1048 COKER CIR,"1048 COKER CIR Cobb County, GA",2022-11-01,"$327,000.00",327000,1300,251.53846153846155,"https://www.google.com/maps/search/1048%20COKER%20CIR%20Cobb%20County,%20GA",34.0331208,-84.6204607
78,1777 WITT CIR,"1777 WITT CIR Cobb County, GA",2022-11-01,"$195,000.00",195000,2124,91.80790960451978,"https://www.google.com/maps/search/1777%20WITT%20CIR%20Cobb%20County,%20GA",33.8064495,-84.6060653
79,195 MOUNTAIN BROOK DR,"195 MOUNTAIN BROOK DR Cobb County, GA",2022-11-01,"$710,000.00",710000,4436,160.05410279531108,"https://www.google.com/maps/search/195%20MOUNTAIN%20BROOK%20DR%20Cobb%20County,%20GA",33.957418,-84.5808632
80,600 MANNING RD,"600 MANNING RD Cobb County, GA",2022-11-01,"$339,000.00",339000,1488,227.82258064516128,"https://www.google.com/maps/search/600%20MANNING%20RD%20Cobb%20County,%20GA",33.9481849,-84.5825544
81,2278 ITHICA DR,"2278 ITHICA DR Cobb County, GA",2022-11-01,"$350,000.00",350000,1569,223.07202039515616,"https://www.google.com/maps/search/2278%20ITHICA%20DR%20Cobb%20County,%20GA",33.9450414,-84.4858554
82,1882 KOLB FARM CIR,"1882 KOLB FARM CIR Cobb County, GA",2022-11-01,"$309,900.00",309900,1211,255.90421139554087,"https://www.google.com/maps/search/1882%20KOLB%20FARM%20CIR%20Cobb%20County,%20GA",33.9087812,-84.5966714
83,1961 FINNISH LN,"1961 FINNISH LN Cobb County, GA",2022-11-01,"$578,317.00",578317,2029,285.02562838836866,"https://www.google.com/maps/search/1961%20FINNISH%20LN%20Cobb%20County,%20GA",33.979258,-84.602833
84,2922 WINDSTONE CIR,"2922 WINDSTONE CIR Cobb County, GA",2022-11-01,"$1,140,000.00",1140000,5204,219.06225980015373,"https://www.google.com/maps/search/2922%20WINDSTONE%20CIR%20Cobb%20County,%20GA",34.0215536,-84.4300267
85,4776 DUNCAN DR SW,"4776 DUNCAN DR SW Cobb County, GA",2022-11-01,"$242,200.00",242200,1125,215.2888888888889,"https://www.google.com/maps/search/4776%20DUNCAN%20DR%20SW%20Cobb%20County,%20GA",33.8378063,-84.7042948
86,1968 BOWERMAN RD NW,"1968 BOWERMAN RD NW Cobb County, GA",2022-11-02,"$666,158.00",666158,3172,210.0119798234552,"https://www.google.com/maps/search/1968%20BOWERMAN%20RD%20NW%20Cobb%20County,%20GA",34.005462,-84.730993
87,3790 SHILOH CHSE,"3790 SHILOH CHSE Cobb County, GA",2022-11-02,"$810,000.00",810000,4712,171.90152801358235,"https://www.google.com/maps/search/3790%20SHILOH%20CHSE%20Cobb%20County,%20GA",34.0456395,-84.5927505
88,3639 SILVERY WAY,"3639 SILVERY WAY Cobb County, GA",2022-11-02,"$537,123.00",537123,2952,181.9522357723577,"https://www.google.com/maps/search/3639%20SILVERY%20WAY%20Cobb%20County,%20GA",33.859148,-84.660522
89,3658 TRICKUM RD,"3658 TRICKUM RD Cobb County, GA",2022-11-02,"$369,900.00",369900,1736,213.07603686635943,"https://www.google.com/maps/search/3658%20TRICKUM%20RD%20Cobb%20County,%20GA",34.039544,-84.4812648
90,3110 MEADOW DR,"3110 MEADOW DR Cobb County, GA",2022-11-02,"$555,000.00",555000,1944,285.4938271604938,"https://www.google.com/maps/search/3110%20MEADOW%20DR%20Cobb%20County,%20GA",34.0257201,-84.4401384
91,2104 PRICHARD PARK DR,"2104 PRICHARD PARK DR Cobb County, GA",2022-11-02,"$375,645.00",375645,1715,219.03498542274053,"https://www.google.com/maps/search/2104%20PRICHARD%20PARK%20DR%20Cobb%20County,%20GA",34.026987,-84.614778
92,2950 MOUNT WILKINSON PKWY UNIT 1105,"2950 MOUNT WILKINSON PKWY UNIT 1105 Cobb County, GA",2022-11-02,"$900,000.00",900000,2281,394.563787812363,"https://www.google.com/maps/search/2950%20MOUNT%20WILKINSON%20PKWY%20UNIT%201105%20Cobb%20County,%20GA",33.8694068,-84.4676265
93,1698 CREVEIS RD,"1698 CREVEIS RD Cobb County, GA",2022-11-02,"$455,000.00",455000,2841,160.1548750439986,"https://www.google.com/maps/search/1698%20CREVEIS%20RD%20Cobb%20County,%20GA",33.800412,-84.603734
94,1921 GALT COMM,"1921 GALT COMM Cobb County, GA",2022-11-02,"$429,900.00",429900,1360,316.1029411764706,"https://www.google.com/maps/search/1921%20GALT%20COMM%20Cobb%20County,%20GA",34.0271486,-84.61109
95,4900 HERITAGE TRACE CT,"4900 HERITAGE TRACE CT Cobb County, GA",2022-11-02,"$471,000.00",471000,1824,258.2236842105263,"https://www.google.com/maps/search/4900%20HERITAGE%20TRACE%20CT%20Cobb%20County,%20GA",34.000723,-84.4084231
96,354 MCARTHUR DR,"354 MCARTHUR DR Cobb County, GA",2022-11-02,"$270,000.00",270000,1255,215.1394422310757,"https://www.google.com/maps/search/354%20MCARTHUR%20DR%20Cobb%20County,%20GA",33.9576449,-84.5417709
97,2600 BLACKBURN CT SE,"2600 BLACKBURN CT SE Cobb County, GA",2022-11-02,"$576,400.00",576400,2110,273.17535545023696,"https://www.google.com/maps/search/2600%20BLACKBURN%20CT%20SE%20Cobb%20County,%20GA",33.880932,-84.479073
98,2363 WYNONA DR,"2363 WYNONA DR Cobb County, GA",2022-11-02,"$270,000.00",270000,1312,205.7926829268293,"https://www.google.com/maps/search/2363%20WYNONA%20DR%20Cobb%20County,%20GA",33.8955401,-84.5459095
99,1977 KENWOOD RD,"1977 KENWOOD RD Cobb County, GA",2022-11-02,"$265,000.00",265000,959,276.3295099061522,"https://www.google.com/maps/search/1977%20KENWOOD%20RD%20Cobb%20County,%20GA",33.8318116,-84.4967975
100,1747 TAPPAHANNOCK TRL,"1747 TAPPAHANNOCK TRL Cobb County, GA",2022-11-02,"$520,000.00",520000,3111,167.1488267438123,"https://www.google.com/maps/search/1747%20TAPPAHANNOCK%20TRL%20Cobb%20County,%20GA",33.9875047,-84.5025856
101,625 AUNT LUCY LN SUITE/UNIT 39/22,"625 AUNT LUCY LN SUITE/UNIT 39/22 Cobb County, GA",2022-11-02,"$445,000.00",445000,2681,165.9828422230511,"https://www.google.com/maps/search/625%20AUNT%20LUCY%20LN%20SUITE/UNIT%2039/22%20Cobb%20County,%20GA",33.8582637,-84.5729918
102,2776 VININGS CENTRAL DR BLDG 19/UNIT176,"2776 VININGS CENTRAL DR BLDG 19/UNIT176 Cobb County, GA",2022-11-02,"$172,000.00",172000,852,201.87793427230048,"https://www.google.com/maps/search/2776%20VININGS%20CENTRAL%20DR%20BLDG%2019/UNIT176%20Cobb%20County,%20GA",33.840203,-84.476777
103,1202 LEXHAM DR,"1202 LEXHAM DR Cobb County, GA",2022-11-02,"$790,000.00",790000,3089,255.74619617999352,"https://www.google.com/maps/search/1202%20LEXHAM%20DR%20Cobb%20County,%20GA",33.9790786,-84.4115831
104,2179 MITCHELL RD NE,"2179 MITCHELL RD NE Cobb County, GA",2022-11-02,"$1,280,000.00",1280000,4613,277.4766962930848,"https://www.google.com/maps/search/2179%20MITCHELL%20RD%20NE%20Cobb%20County,%20GA",34.0041363,-84.4556206
105,283 HEATHERSETT DR,"283 HEATHERSETT DR Cobb County, GA",2022-11-02,"$240,000.00",240000,1428,168.0672268907563,"https://www.google.com/maps/search/283%20HEATHERSETT%20DR%20Cobb%20County,%20GA",33.9372165,-84.5618549
106,95 CREIGHTON LN,"95 CREIGHTON LN Cobb County, GA",2022-11-02,"$325,000.00",325000,1668,194.8441247002398,"https://www.google.com/maps/search/95%20CREIGHTON%20LN%20Cobb%20County,%20GA",33.9201526,-84.5543206
107,2932 DANSBY RUN,"2932 DANSBY RUN Cobb County, GA",2022-11-02,"$781,600.00",781600,4312,181.26159554730984,"https://www.google.com/maps/search/2932%20DANSBY%20RUN%20Cobb%20County,%20GA",34.0276755,-84.7335047
108,2547 SKY LANE DR,"2547 SKY LANE DR Cobb County, GA",2022-11-03,"$490,000.00",490000,2166,226.22345337026775,"https://www.google.com/maps/search/2547%20SKY%20LANE%20DR%20Cobb%20County,%20GA",33.9876652,-84.4768788
109,2958 BAY BERRY DR,"2958 BAY BERRY DR Cobb County, GA",2022-11-03,"$153,790.00",153790,1107,138.92502258355916,"https://www.google.com/maps/search/2958%20BAY%20BERRY%20DR%20Cobb%20County,%20GA",33.8813883,-84.6135497
