,street_name,full_address,sale_date,sale_price,price_num,sq_feet,price_sf
46773,3821 LOOKOUT PERCH LN SE UNIT 22,"3821 LOOKOUT PERCH LN SE UNIT 22 Cobb County, GA",2021-11-03,"$1,235,000.00",1235000,3639,339.3789502610607
46772,521 PINEVIEW DR SE,"521 PINEVIEW DR SE Cobb County, GA",2021-11-03,"$465,000.00",465000,1481,313.9770425388251
46771,2608 BENSON POOLE RD,"2608 BENSON POOLE RD Cobb County, GA",2021-11-03,"$305,000.00",305000,1000,305.0
46770,1651 MASSACHUSETTS AVE UNIT 21,"1651 MASSACHUSETTS AVE UNIT 21 Cobb County, GA",2021-11-03,"$165,000.00",165000,1440,114.58333333333333
46769,4751 BOXWOOD LN,"4751 BOXWOOD LN Cobb County, GA",2021-11-03,"$330,000.00",330000,2224,148.38129496402877
46768,1243 OLDE LEGACY LN UNIT 16,"1243 OLDE LEGACY LN UNIT 16 Cobb County, GA",2021-11-03,"$370,000.00",370000,2204,167.8765880217786
46765,5665 CHRYS ST,"5665 CHRYS ST Cobb County, GA",2021-11-03,"$210,000.00",210000,1074,195.53072625698323
46786,4604 IVYGATE CIR,"4604 IVYGATE CIR Cobb County, GA",2021-11-03,"$449,900.00",449900,2690,167.24907063197026
46788,3761 MASHIE CT,"3761 MASHIE CT Cobb County, GA",2021-11-03,"$440,500.00",440500,3081,142.9730606945797
46743,3772 HUGER PL SE,"3772 HUGER PL SE Cobb County, GA",2021-11-04,"$535,000.00",535000,2502,213.8289368505196
46728,1613 WALKER ST SE,"1613 WALKER ST SE Cobb County, GA",2021-11-04,"$690,000.00",690000,3737,184.64008563018464
46727,661 CROSSHAVEN DR,"661 CROSSHAVEN DR Cobb County, GA",2021-11-04,"$347,900.00",347900,1884,184.66029723991508
46726,802 WYNNES RIDGE CIR,"802 WYNNES RIDGE CIR Cobb County, GA",2021-11-04,"$206,000.00",206000,1140,180.7017543859649
46725,4626 IVYGATE CIR,"4626 IVYGATE CIR Cobb County, GA",2021-11-04,"$529,000.00",529000,2657,199.09672563041025
46724,2853 BERNARD LN,"2853 BERNARD LN Cobb County, GA",2021-11-04,"$875,000.00",875000,3582,244.27694025683977
46723,1256 KINGSVIEW CIR,"1256 KINGSVIEW CIR Cobb County, GA",2021-11-04,"$500,000.00",500000,1662,300.84235860409143
46722,2806 FRASER ST,"2806 FRASER ST Cobb County, GA",2021-11-04,"$425,000.00",425000,1704,249.4131455399061
46721,3766 LAKE DR SE,"3766 LAKE DR SE Cobb County, GA",2021-11-04,"$539,000.00",539000,1300,414.61538461538464
46720,3872 FELTON HILL RD UNIT 4,"3872 FELTON HILL RD UNIT 4 Cobb County, GA",2021-11-04,"$425,000.00",425000,2316,183.50604490500862
46719,116 CLUBHOUSE DR,"116 CLUBHOUSE DR Cobb County, GA",2021-11-04,"$370,000.00",370000,1661,222.75737507525588
46718,2619 MCGUIRE DR,"2619 MCGUIRE DR Cobb County, GA",2021-11-04,"$300,000.00",300000,1338,224.2152466367713
46717,3533 DONAMIRE CV,"3533 DONAMIRE CV Cobb County, GA",2021-11-04,"$370,000.00",370000,2198,168.3348498635123
46716,1292 WILLAMETTE WAY,"1292 WILLAMETTE WAY Cobb County, GA",2021-11-04,"$326,736.00",326736,1879,173.88823842469398
46715,873 WHITTINGTON PKWY SW,"873 WHITTINGTON PKWY SW Cobb County, GA",2021-11-04,"$322,000.00",322000,1900,169.47368421052633
46714,4152 HIDDEN ENCLAVE LN,"4152 HIDDEN ENCLAVE LN Cobb County, GA",2021-11-04,"$470,000.00",470000,3154,149.0171211160431
46713,370 PLEASANT OAK CT,"370 PLEASANT OAK CT Cobb County, GA",2021-11-04,"$191,500.00",191500,1488,128.69623655913978
46712,3150 BUNKER HILL CIR,"3150 BUNKER HILL CIR Cobb County, GA",2021-11-04,"$515,000.00",515000,2402,214.40466278101582
46711,236 INDIAN TRL,"236 INDIAN TRL Cobb County, GA",2021-11-04,"$295,000.00",295000,1118,263.86404293381037
46755,3760 WINSLOW CT,"3760 WINSLOW CT Cobb County, GA",2021-11-04,"$424,900.00",424900,1836,231.42701525054466
46729,4871 POST OAK TRITT RD,"4871 POST OAK TRITT RD Cobb County, GA",2021-11-04,"$345,000.00",345000,1592,216.70854271356785
46756,709 MILL POND BLVD,"709 MILL POND BLVD Cobb County, GA",2021-11-04,"$581,450.00",581450,3353,173.41186996719355
46730,2734 HARPER WOODS DR,"2734 HARPER WOODS DR Cobb County, GA",2021-11-04,"$405,000.00",405000,2267,178.65019850022057
46732,5882 BUCKNER CREEK DR,"5882 BUCKNER CREEK DR Cobb County, GA",2021-11-04,"$485,000.00",485000,2647,183.2262939176426
46751,2052 JEBS CT,"2052 JEBS CT Cobb County, GA",2021-11-04,"$190,000.00",190000,888,213.96396396396398
46750,4248 WORTH ST UNIT 4191,"4248 WORTH ST UNIT 4191 Cobb County, GA",2021-11-04,"$130,000.00",130000,1118,116.27906976744185
46749,4904 COLCHESTER CT UNIT/BLDG 12/3,"4904 COLCHESTER CT UNIT/BLDG 12/3 Cobb County, GA",2021-11-04,"$410,000.00",410000,1920,213.54166666666666
46748,652 FOREST RIDGE DR,"652 FOREST RIDGE DR Cobb County, GA",2021-11-04,"$285,000.00",285000,1130,252.21238938053096
46747,1555 MOSAIC WAY,"1555 MOSAIC WAY Cobb County, GA",2021-11-04,"$385,000.00",385000,1764,218.25396825396825
46746,1050 DOWNING CT,"1050 DOWNING CT Cobb County, GA",2021-11-04,"$710,000.00",710000,3678,193.03969548667754
46745,16 JEKYLL DR UNIT 31,"16 JEKYLL DR UNIT 31 Cobb County, GA",2021-11-04,"$315,000.00",315000,1780,176.96629213483146
46744,22 HARDPAN ALY NW,"22 HARDPAN ALY NW Cobb County, GA",2021-11-04,"$420,000.00",420000,2005,209.47630922693267
46754,1650 FAIR OAK WAY UNIT 25,"1650 FAIR OAK WAY UNIT 25 Cobb County, GA",2021-11-04,"$336,000.00",336000,1952,172.13114754098362
46742,6037 SIMONE ST,"6037 SIMONE ST Cobb County, GA",2021-11-04,"$694,708.00",694708,3995,173.89436795994993
46741,2201 ELLIS MOUNTAIN DR SW,"2201 ELLIS MOUNTAIN DR SW Cobb County, GA",2021-11-04,"$710,135.00",710135,4369,162.5394827191577
46740,4129 DOWN DR,"4129 DOWN DR Cobb County, GA",2021-11-04,"$210,000.00",210000,1810,116.02209944751381
46739,121 LAROSE CIR,"121 LAROSE CIR Cobb County, GA",2021-11-04,"$255,000.00",255000,1538,165.7997399219766
46738,4272 CABRETTA DR,"4272 CABRETTA DR Cobb County, GA",2021-11-04,"$256,000.00",256000,1384,184.97109826589596
46737,3860 RIDGE RD SE,"3860 RIDGE RD SE Cobb County, GA",2021-11-04,"$608,000.00",608000,2476,245.55735056542812
46736,4110 DEERWOOD PKWY,"4110 DEERWOOD PKWY Cobb County, GA",2021-11-04,"$329,900.00",329900,1444,228.46260387811634
46735,222 PINEHURST LN,"222 PINEHURST LN Cobb County, GA",2021-11-04,"$490,000.00",490000,2092,234.22562141491395
46734,4965 ABBOTTS GLEN TRL,"4965 ABBOTTS GLEN TRL Cobb County, GA",2021-11-04,"$373,300.00",373300,1654,225.69528415961307
46733,2775 ADAMS LANDING WAY,"2775 ADAMS LANDING WAY Cobb County, GA",2021-11-04,"$400,000.00",400000,3094,129.2824822236587
46731,1675 N HOOD CT,"1675 N HOOD CT Cobb County, GA",2021-11-04,"$310,000.00",310000,2028,152.85996055226823
46752,2088 CHEROKEE RIDGE TRL,"2088 CHEROKEE RIDGE TRL Cobb County, GA",2021-11-04,"$311,700.00",311700,1288,242.00310559006212
46757,5125 SOPHY DR,"5125 SOPHY DR Cobb County, GA",2021-11-04,"$495,000.00",495000,3059,161.81758744687806
46753,3200 FARMINGTON DR SE,"3200 FARMINGTON DR SE Cobb County, GA",2021-11-04,"$1,300,000.00",1300000,4668,278.49185946872325
46227,1194 KILRUSH DR,"1194 KILRUSH DR Cobb County, GA",2021-11-04,"$462,300.00",462300,2932,157.67394270122784
46204,1710 SILVERCHASE DR,"1710 SILVERCHASE DR Cobb County, GA",2021-11-04,"$334,600.00",334600,2205,151.74603174603175
46758,1162 RIDGECREST LN,"1162 RIDGECREST LN Cobb County, GA",2021-11-04,"$190,000.00",190000,1260,150.79365079365078
46629,576 SMYRNA POWDER SPRINGS RD,"576 SMYRNA POWDER SPRINGS RD Cobb County, GA",2021-11-05,"$360,000.00",360000,1713,210.15761821366024
46626,5950 LAKE ACWORTH DR NW,"5950 LAKE ACWORTH DR NW Cobb County, GA",2021-11-05,"$285,000.00",285000,1786,159.5744680851064
46641,6042 CASTLEMAIN DR,"6042 CASTLEMAIN DR Cobb County, GA",2021-11-05,"$375,000.00",375000,2509,149.46193702670388
46640,2761 NORTHGATE CT,"2761 NORTHGATE CT Cobb County, GA",2021-11-05,"$285,000.00",285000,1807,157.71997786386277
46639,1913 CHEATHAM WOODS DR,"1913 CHEATHAM WOODS DR Cobb County, GA",2021-11-05,"$195,000.00",195000,1512,128.96825396825398
46627,1856 GRANT CT,"1856 GRANT CT Cobb County, GA",2021-11-05,"$205,000.00",205000,1408,145.5965909090909
46638,2372 HABERSHAM DR,"2372 HABERSHAM DR Cobb County, GA",2021-11-05,"$540,000.00",540000,3013,179.22336541652837
46637,2774 SANFORD PL,"2774 SANFORD PL Cobb County, GA",2021-11-05,"$405,000.00",405000,1016,398.62204724409446
46628,2499 KENNESAW DR NW,"2499 KENNESAW DR NW Cobb County, GA",2021-11-05,"$250,000.00",250000,1440,173.61111111111111
46253,3363 HOLLYRIDGE TRL,"3363 HOLLYRIDGE TRL Cobb County, GA",2021-11-05,"$270,254.00",270254,1568,172.35586734693877
46642,6269 LOBELIA RD,"6269 LOBELIA RD Cobb County, GA",2021-11-05,"$155,000.00",155000,1320,117.42424242424242
46635,2597 BEECHWOOD DR NE,"2597 BEECHWOOD DR NE Cobb County, GA",2021-11-05,"$393,000.00",393000,1678,234.20738974970203
46634,3485 BELLS FERRY RD,"3485 BELLS FERRY RD Cobb County, GA",2021-11-05,"$435,000.00",435000,2086,208.53307766059444
46633,1308 WILLAMETTE WAY,"1308 WILLAMETTE WAY Cobb County, GA",2021-11-05,"$350,000.00",350000,1879,186.26929217668973
46632,1250 BOONE HALL DR,"1250 BOONE HALL DR Cobb County, GA",2021-11-05,"$575,000.00",575000,2979,193.01779120510238
46631,6795 KEITH AVE,"6795 KEITH AVE Cobb County, GA",2021-11-05,"$110,000.00",110000,2821,38.993264799716414
46630,905 SE MILL POND DR SE,"905 SE MILL POND DR SE Cobb County, GA",2021-11-05,"$190,000.00",190000,1379,137.78100072516315
46662,6132 LAKESHORE DR SE,"6132 LAKESHORE DR SE Cobb County, GA",2021-11-05,"$315,100.00",315100,1449,217.46031746031747
46636,3301 VINTAGE CIR UNIT 1,"3301 VINTAGE CIR UNIT 1 Cobb County, GA",2021-11-05,"$460,000.00",460000,2308,199.30675909878684
46660,2090 SE KENWOOD PL SE,"2090 SE KENWOOD PL SE Cobb County, GA",2021-11-05,"$357,000.00",357000,967,369.1830403309204
46231,1351 OLD VIRGINIA CT,"1351 OLD VIRGINIA CT Cobb County, GA",2021-11-05,"$279,786.00",279786,1644,170.18613138686132
46659,3021 WINDOVER LN,"3021 WINDOVER LN Cobb County, GA",2021-11-05,"$364,490.00",364490,1760,207.0965909090909
46658,893 SHILOH RIDGE RUN,"893 SHILOH RIDGE RUN Cobb County, GA",2021-11-05,"$170,000.00",170000,992,171.3709677419355
46657,3739 CEDAR RIDGE DR,"3739 CEDAR RIDGE DR Cobb County, GA",2021-11-05,"$415,000.00",415000,1672,248.20574162679426
46656,5737 CRYSTAL SPRINGS WAY,"5737 CRYSTAL SPRINGS WAY Cobb County, GA",2021-11-05,"$351,000.00",351000,2457,142.85714285714286
46655,907 RIVERVIEW DR,"907 RIVERVIEW DR Cobb County, GA",2021-11-05,"$222,000.00",222000,1039,213.6669874879692
46654,3142 LAWRENCEBURG LN,"3142 LAWRENCEBURG LN Cobb County, GA",2021-11-05,"$580,500.00",580500,2423,239.57903425505572
46653,4805 W VILLAGE WAY BLDG/UNIT 1000/1404,"4805 W VILLAGE WAY BLDG/UNIT 1000/1404 Cobb County, GA",2021-11-05,"$305,000.00",305000,1175,259.5744680851064
46652,15 MUNCY CT,"15 MUNCY CT Cobb County, GA",2021-11-05,"$220,000.00",220000,1404,156.6951566951567
46643,4428 SHILOH TRL SW,"4428 SHILOH TRL SW Cobb County, GA",2021-11-05,"$295,000.00",295000,2151,137.14551371455138
46651,326 SCOTT DR SE,"326 SCOTT DR SE Cobb County, GA",2021-11-05,"$270,000.00",270000,999,270.27027027027026
46649,356 E POST OAK XING,"356 E POST OAK XING Cobb County, GA",2021-11-05,"$158,000.00",158000,1488,106.18279569892474
46197,5291 MILL RUN DR,"5291 MILL RUN DR Cobb County, GA",2021-11-05,"$475,000.00",475000,2257,210.4563579973416
46648,1469 SHADOWROCK DR,"1469 SHADOWROCK DR Cobb County, GA",2021-11-05,"$436,100.00",436100,2322,187.81223083548664
46647,3580 LIBERTY LN NE,"3580 LIBERTY LN NE Cobb County, GA",2021-11-05,"$375,000.00",375000,2139,175.3155680224404
46646,5184 PROCTOR LANDING RD,"5184 PROCTOR LANDING RD Cobb County, GA",2021-11-05,"$180,000.00",180000,1528,117.80104712041884
46645,2785 PARK AVE SW,"2785 PARK AVE SW Cobb County, GA",2021-11-05,"$242,000.00",242000,1395,173.47670250896059
46218,3907 HIGH DOVE WAY UNIT 17,"3907 HIGH DOVE WAY UNIT 17 Cobb County, GA",2021-11-05,"$388,400.00",388400,1676,231.74224343675417
46223,1844 BELMORE ST,"1844 BELMORE ST Cobb County, GA",2021-11-05,"$496,925.00",496925,2744,181.0951166180758
46650,2770 NORTH AVE SE,"2770 NORTH AVE SE Cobb County, GA",2021-11-05,"$330,000.00",330000,1435,229.9651567944251
46644,5390 COLDSTREAM WAY,"5390 COLDSTREAM WAY Cobb County, GA",2021-11-05,"$450,000.00",450000,2780,161.8705035971223
46663,762 WHITE BLOSSOM CT,"762 WHITE BLOSSOM CT Cobb County, GA",2021-11-05,"$488,000.00",488000,3615,134.99308437067774
46710,4250 SUMMIT DR NE,"4250 SUMMIT DR NE Cobb County, GA",2021-11-05,"$1,700,000.00",1700000,5762,295.03644567858385
46688,540 VININGS ESTATES DR BLDG B6,"540 VININGS ESTATES DR BLDG B6 Cobb County, GA",2021-11-05,"$415,000.00",415000,2190,189.49771689497717
46687,3021 NORTON CT,"3021 NORTON CT Cobb County, GA",2021-11-05,"$307,000.00",307000,1425,215.43859649122808
46686,2580 OLIVE SPRINGS RD,"2580 OLIVE SPRINGS RD Cobb County, GA",2021-11-05,"$178,000.00",178000,1835,97.00272479564033
46685,566 OLD CANTON RD,"566 OLD CANTON RD Cobb County, GA",2021-11-05,"$725,000.00",725000,3769,192.3587158397453
46684,5100 HILL RD NW,"5100 HILL RD NW Cobb County, GA",2021-11-05,"$155,000.00",155000,1575,98.41269841269842
46683,1630 CLUB VIEW CT,"1630 CLUB VIEW CT Cobb County, GA",2021-11-05,"$450,000.00",450000,2576,174.68944099378882
46682,692 BARNES DR,"692 BARNES DR Cobb County, GA",2021-11-05,"$322,500.00",322500,2816,114.52414772727273
46681,3904 VINYARD WAY,"3904 VINYARD WAY Cobb County, GA",2021-11-05,"$437,100.00",437100,2130,205.2112676056338
46680,2950 PAULS WAY,"2950 PAULS WAY Cobb County, GA",2021-11-05,"$440,000.00",440000,1640,268.2926829268293
46679,5382 MUIRWOOD PL,"5382 MUIRWOOD PL Cobb County, GA",2021-11-05,"$280,000.00",280000,1358,206.18556701030928
46678,4405 HIRAM LITHIA SPRINGS RD,"4405 HIRAM LITHIA SPRINGS RD Cobb County, GA",2021-11-05,"$310,000.00",310000,1927,160.8718214841723
46677,2000 CORNER RD,"2000 CORNER RD Cobb County, GA",2021-11-05,"$335,000.00",335000,1625,206.15384615384616
46676,1142 SWEET MIA LN,"1142 SWEET MIA LN Cobb County, GA",2021-11-05,"$697,875.00",697875,3892,179.3101233299075
46675,4530 WILLOW OAK TRL,"4530 WILLOW OAK TRL Cobb County, GA",2021-11-05,"$650,000.00",650000,4373,148.63937800137205
46674,1402 HUNTINGFORD DR,"1402 HUNTINGFORD DR Cobb County, GA",2021-11-05,"$415,000.00",415000,1859,223.23830016137708
46673,4021 GANN RD SE,"4021 GANN RD SE Cobb County, GA",2021-11-05,"$359,999.00",359999,1460,246.57465753424657
46672,3195 ANN RD,"3195 ANN RD Cobb County, GA",2021-11-05,"$425,000.00",425000,1493,284.6617548559946
46671,1050 CLIFTON CIR,"1050 CLIFTON CIR Cobb County, GA",2021-11-05,"$400,000.00",400000,1125,355.55555555555554
46670,613 ATWATER DR,"613 ATWATER DR Cobb County, GA",2021-11-05,"$590,000.00",590000,3236,182.3238566131026
46669,370 KENMURE CT SW,"370 KENMURE CT SW Cobb County, GA",2021-11-05,"$480,900.00",480900,2496,192.66826923076923
46668,3598 ROBINSON RD,"3598 ROBINSON RD Cobb County, GA",2021-11-05,"$505,000.00",505000,1809,279.15975677169706
46661,451 PEGAMORE CREEK DR,"451 PEGAMORE CREEK DR Cobb County, GA",2021-11-05,"$550,000.00",550000,3250,169.23076923076923
46666,122 CLUBHOUSE DR,"122 CLUBHOUSE DR Cobb County, GA",2021-11-05,"$336,500.00",336500,2310,145.67099567099567
46665,3368 TIMBER RDG,"3368 TIMBER RDG Cobb County, GA",2021-11-05,"$322,000.00",322000,1962,164.11824668705404
46664,1089 WATERBURY CLSE,"1089 WATERBURY CLSE Cobb County, GA",2021-11-05,"$630,000.00",630000,3624,173.841059602649
46689,1626 IVY SPRING DR,"1626 IVY SPRING DR Cobb County, GA",2021-11-05,"$350,000.00",350000,1634,214.1982864137087
46690,1102 VININGS FOREST LN,"1102 VININGS FOREST LN Cobb County, GA",2021-11-05,"$275,000.00",275000,1187,231.6764953664701
46667,2310 BARRETT COTTAGE PL BLDG 11,"2310 BARRETT COTTAGE PL BLDG 11 Cobb County, GA",2021-11-05,"$300,000.00",300000,1750,171.42857142857142
46697,4288 BRADLEY DR,"4288 BRADLEY DR Cobb County, GA",2021-11-05,"$399,000.00",399000,4169,95.70640441352842
46691,1998 GLENROY PL,"1998 GLENROY PL Cobb County, GA",2021-11-05,"$430,000.00",430000,1433,300.06978367062106
46704,4214 E EMERALD DR,"4214 E EMERALD DR Cobb County, GA",2021-11-05,"$320,000.00",320000,2184,146.5201465201465
46703,2640 HAMPTON PARK DR,"2640 HAMPTON PARK DR Cobb County, GA",2021-11-05,"$427,000.00",427000,3409,125.25667351129364
46706,5226 CAMDEN LAKE PKWY,"5226 CAMDEN LAKE PKWY Cobb County, GA",2021-11-05,"$463,000.00",463000,3087,149.98380304502754
46702,64 CHASTAIN MANOR CT,"64 CHASTAIN MANOR CT Cobb County, GA",2021-11-05,"$475,000.00",475000,2588,183.53941267387944
46696,1445 LIVINGSTON DR,"1445 LIVINGSTON DR Cobb County, GA",2021-11-05,"$465,000.00",465000,3183,146.08859566446748
46707,1575 RIDENOUR PKWY SUITE 812,"1575 RIDENOUR PKWY SUITE 812 Cobb County, GA",2021-11-05,"$260,000.00",260000,1424,182.58426966292134
46698,3968 ABERNATHY FARM WAY UNIT 7,"3968 ABERNATHY FARM WAY UNIT 7 Cobb County, GA",2021-11-05,"$318,000.00",318000,1970,161.42131979695432
46708,6023 ARMOR DR,"6023 ARMOR DR Cobb County, GA",2021-11-05,"$345,000.00",345000,2511,137.39545997610514
46694,5903 VINTAGE OAKS PASS,"5903 VINTAGE OAKS PASS Cobb County, GA",2021-11-05,"$455,000.00",455000,2821,161.29032258064515
46709,3411 VALLEY VIEW DR NE,"3411 VALLEY VIEW DR NE Cobb County, GA",2021-11-05,"$387,000.00",387000,1179,328.2442748091603
46693,1541 ROSE CIR,"1541 ROSE CIR Cobb County, GA",2021-11-05,"$240,000.00",240000,1291,185.90240123934933
46692,1121 OLD POWDER SPRINGS RD,"1121 OLD POWDER SPRINGS RD Cobb County, GA",2021-11-05,"$240,000.00",240000,1375,174.54545454545453
46701,2667 LONG LAKE DR,"2667 LONG LAKE DR Cobb County, GA",2021-11-05,"$516,500.00",516500,2184,236.49267399267399
46699,1195 MOUNTAIN SPRINGS DR,"1195 MOUNTAIN SPRINGS DR Cobb County, GA",2021-11-05,"$257,000.00",257000,1606,160.02490660024907
46700,2812 SUMMER STREAM DR,"2812 SUMMER STREAM DR Cobb County, GA",2021-11-05,"$399,000.00",399000,2606,153.1082118188795
46695,4522 WILLOW OAK TRL,"4522 WILLOW OAK TRL Cobb County, GA",2021-11-05,"$521,000.00",521000,3061,170.20581509310682
46705,3955 LORIEN WAY,"3955 LORIEN WAY Cobb County, GA",2021-11-05,"$460,000.00",460000,2126,216.36876763875824
46614,2515 WOODLAND DR NW,"2515 WOODLAND DR NW Cobb County, GA",2021-11-08,"$265,000.00",265000,1000,265.0
46160,3812 ACWORTH DUE WEST RD,"3812 ACWORTH DUE WEST RD Cobb County, GA",2021-11-08,"$446,700.00",446700,2215,201.67042889390518
46575,1820 TILLIEWOOD TRL,"1820 TILLIEWOOD TRL Cobb County, GA",2021-11-08,"$457,500.00",457500,3110,147.10610932475885
46574,2010 BRANCH VIEW DR,"2010 BRANCH VIEW DR Cobb County, GA",2021-11-08,"$365,000.00",365000,1760,207.38636363636363
46573,401 NICKAJACK RETREAT LN,"401 NICKAJACK RETREAT LN Cobb County, GA",2021-11-08,"$884,389.00",884389,4003,220.93155133649762
46572,1976 CLEARWATER DR,"1976 CLEARWATER DR Cobb County, GA",2021-11-08,"$375,000.00",375000,1114,336.624775583483
46571,3768 KEMP RIDGE RD NW,"3768 KEMP RIDGE RD NW Cobb County, GA",2021-11-08,"$385,900.00",385900,1660,232.46987951807228
46625,1917 ANNETTE LN,"1917 ANNETTE LN Cobb County, GA",2021-11-08,"$305,000.00",305000,1585,192.42902208201892
46624,1512 JAMERSON LNDG,"1512 JAMERSON LNDG Cobb County, GA",2021-11-08,"$345,000.00",345000,1676,205.8472553699284
46620,4198 OAK SPRINGS RD,"4198 OAK SPRINGS RD Cobb County, GA",2021-11-08,"$270,600.00",270600,1214,222.8995057660626
46622,3814 SEATTLE PL,"3814 SEATTLE PL Cobb County, GA",2021-11-08,"$380,000.00",380000,2326,163.37059329320724
46578,2687 PIEDMONT OAK DR,"2687 PIEDMONT OAK DR Cobb County, GA",2021-11-08,"$308,500.00",308500,1476,209.01084010840108
46579,5887 WRIGHT RD SW,"5887 WRIGHT RD SW Cobb County, GA",2021-11-08,"$405,000.00",405000,1548,261.6279069767442
46608,3826 SHELLEYDALE DR,"3826 SHELLEYDALE DR Cobb County, GA",2021-11-08,"$334,703.00",334703,1892,176.90433403805497
46609,4448 HIRAM LITHIA SPRINGS RD,"4448 HIRAM LITHIA SPRINGS RD Cobb County, GA",2021-11-08,"$270,000.00",270000,1534,176.01043024771838
46610,2754 RIDERWOOD LN,"2754 RIDERWOOD LN Cobb County, GA",2021-11-08,"$780,000.00",780000,3641,214.22686075254052
46580,3404 SHERROD DR,"3404 SHERROD DR Cobb County, GA",2021-11-08,"$327,000.00",327000,1517,215.5570204350692
