,street_name,full_address,sale_date,sale_price,price_num,sq_feet,price_sf
11326,168 SCOTT DR SE,"168 SCOTT DR SE Cobb County, GA",2022-10-31,"$315,000.00",315000,1100,286.3636363636364
11327,4960 SHANNON WAY,"4960 SHANNON WAY Cobb County, GA",2022-10-31,"$450,000.00",450000,2044,220.15655577299412
11328,920 BANK ST,"920 BANK ST Cobb County, GA",2022-10-31,"$415,000.00",415000,1221,339.8853398853399
11329,1208 DANIELL DR,"1208 DANIELL DR Cobb County, GA",2022-10-31,"$595,000.00",595000,2057,289.25619834710744
11330,1464 MILFORD CT,"1464 MILFORD CT Cobb County, GA",2022-10-31,"$400,000.00",400000,1928,207.4688796680498
11331,1155 WEDGEFIELD DR,"1155 WEDGEFIELD DR Cobb County, GA",2022-10-31,"$351,500.00",351500,1865,188.47184986595175
10946,607 CRIMSONWOOD CT,"607 CRIMSONWOOD CT Cobb County, GA",2022-10-31,"$621,000.00",621000,4118,150.80135988343855
11332,4840 HAMPTON FARMS DR,"4840 HAMPTON FARMS DR Cobb County, GA",2022-10-31,"$760,000.00",760000,2512,302.54777070063693
11315,4206 LAKE RILL CT,"4206 LAKE RILL CT Cobb County, GA",2022-10-31,"$475,000.00",475000,3272,145.1711491442543
11334,1433 LIVINGSTON DR,"1433 LIVINGSTON DR Cobb County, GA",2022-10-31,"$310,600.00",310600,2276,136.46748681898066
11324,5379 TELFORD CIR,"5379 TELFORD CIR Cobb County, GA",2022-10-31,"$272,600.00",272600,1378,197.82293178519595
11314,5803 SILVER LAKE DR,"5803 SILVER LAKE DR Cobb County, GA",2022-10-31,"$322,035.00",322035,1786,180.31075027995522
11341,3071 BROWNMOORE DR,"3071 BROWNMOORE DR Cobb County, GA",2022-10-31,"$259,000.00",259000,1475,175.59322033898306
11340,4223 SANDERS RD,"4223 SANDERS RD Cobb County, GA",2022-10-31,"$340,000.00",340000,1362,249.63289280469897
11342,5799 SILVER LAKE DR,"5799 SILVER LAKE DR Cobb County, GA",2022-10-31,"$337,245.00",337245,1988,169.64034205231388
11343,11 CEDAR VALLEY DR NE,"11 CEDAR VALLEY DR NE Cobb County, GA",2022-10-31,"$355,500.00",355500,1376,258.3575581395349
11344,2620 MORGAN LAKE DR,"2620 MORGAN LAKE DR Cobb County, GA",2022-10-31,"$325,000.00",325000,1456,223.21428571428572
11345,19 PEPPERTREE CT,"19 PEPPERTREE CT Cobb County, GA",2022-10-31,"$690,000.00",690000,3001,229.9233588803732
11346,110 E ACRES DR,"110 E ACRES DR Cobb County, GA",2022-10-31,"$290,000.00",290000,1100,263.6363636363636
11347,206 TIMBER CREEK LN,"206 TIMBER CREEK LN Cobb County, GA",2022-10-31,"$258,000.00",258000,1408,183.23863636363637
11348,4392 BRIDGEHAVEN DR UNIT 11,"4392 BRIDGEHAVEN DR UNIT 11 Cobb County, GA",2022-10-31,"$675,000.00",675000,3080,219.15584415584416
11349,4178 MCBRIDE DR,"4178 MCBRIDE DR Cobb County, GA",2022-10-31,"$383,000.00",383000,2212,173.14647377938516
11339,2763 MILDRED PL,"2763 MILDRED PL Cobb County, GA",2022-10-31,"$377,000.00",377000,1175,320.8510638297872
11350,4810 COUNTRY COVE WAY,"4810 COUNTRY COVE WAY Cobb County, GA",2022-10-31,"$260,000.00",260000,1556,167.09511568123392
11352,3883 EASY CIR,"3883 EASY CIR Cobb County, GA",2022-10-31,"$356,000.00",356000,1300,273.84615384615387
11353,2204 PEACEDALE CT,"2204 PEACEDALE CT Cobb County, GA",2022-10-31,"$770,000.00",770000,3766,204.46096654275092
11354,3728 VILLA SPRINGS CIR,"3728 VILLA SPRINGS CIR Cobb County, GA",2022-10-31,"$330,000.00",330000,1604,205.7356608478803
11355,1040 GREEN VALLEY RD SW,"1040 GREEN VALLEY RD SW Cobb County, GA",2022-10-31,"$226,600.00",226600,1338,169.35724962630792
11356,2341 WAVETREE LN,"2341 WAVETREE LN Cobb County, GA",2022-10-31,"$318,900.00",318900,1260,253.0952380952381
11357,3919 COLLIER TRCE,"3919 COLLIER TRCE Cobb County, GA",2022-10-31,"$400,000.00",400000,2303,173.68649587494573
11319,3115 SEVEN PINES CT UNIT 9,"3115 SEVEN PINES CT UNIT 9 Cobb County, GA",2022-10-31,"$224,000.00",224000,980,228.57142857142858
11335,3725 SILVERY WAY,"3725 SILVERY WAY Cobb County, GA",2022-10-31,"$405,504.00",405504,1852,218.95464362850973
11351,3358 VERNON CMNS,"3358 VERNON CMNS Cobb County, GA",2022-10-31,"$355,000.00",355000,1956,181.49284253578733
11338,3777 KING SPRINGS RD,"3777 KING SPRINGS RD Cobb County, GA",2022-10-31,"$350,000.00",350000,1494,234.27041499330656
11336,4444 HIDE-A-WAY DR,"4444 HIDE-A-WAY DR Cobb County, GA",2022-10-31,"$415,000.00",415000,1912,217.05020920502093
11290,4491 STERLING POINTE DR,"4491 STERLING POINTE DR Cobb County, GA",2022-11-01,"$850,000.00",850000,3945,215.46261089987325
11295,1756 EVENSTAD WAY,"1756 EVENSTAD WAY Cobb County, GA",2022-11-01,"$524,397.00",524397,1700,308.4688235294118
11296,6674 SHADY RIDGE LN,"6674 SHADY RIDGE LN Cobb County, GA",2022-11-01,"$296,000.00",296000,2345,126.22601279317698
11297,4092 NORTON PL,"4092 NORTON PL Cobb County, GA",2022-11-01,"$612,000.00",612000,2332,262.43567753001713
11298,3842 FELTON HILL RD UNIT 6,"3842 FELTON HILL RD UNIT 6 Cobb County, GA",2022-11-01,"$462,000.00",462000,2264,204.06360424028267
11299,464 WINDOL CT,"464 WINDOL CT Cobb County, GA",2022-11-01,"$390,000.00",390000,1568,248.72448979591837
11300,782 FRASIER CIR,"782 FRASIER CIR Cobb County, GA",2022-11-01,"$360,000.00",360000,2000,180.0
11301,317 FOXFIRE DR,"317 FOXFIRE DR Cobb County, GA",2022-11-01,"$358,000.00",358000,1392,257.18390804597703
11287,3021 BALEARIC DR,"3021 BALEARIC DR Cobb County, GA",2022-11-01,"$325,000.00",325000,1914,169.80146290491118
11302,5232 CRESTHAVEN WALK,"5232 CRESTHAVEN WALK Cobb County, GA",2022-11-01,"$850,725.00",850725,3311,256.93899124131684
11303,75 FAIR HAVEN WAY,"75 FAIR HAVEN WAY Cobb County, GA",2022-11-01,"$274,900.00",274900,1404,195.79772079772079
11291,1068 WINDY ELM DR,"1068 WINDY ELM DR Cobb County, GA",2022-11-01,"$550,000.00",550000,3096,177.6485788113695
11305,5033 RODRICK TRL,"5033 RODRICK TRL Cobb County, GA",2022-11-01,"$370,000.00",370000,1814,203.9691289966924
11304,1312 PIERCE AVE,"1312 PIERCE AVE Cobb County, GA",2022-11-01,"$440,000.00",440000,1357,324.24465733235076
11288,5864 RIDGE DR,"5864 RIDGE DR Cobb County, GA",2022-11-01,"$130,000.00",130000,960,135.41666666666666
11307,1672 PADDLEWHEEL DR,"1672 PADDLEWHEEL DR Cobb County, GA",2022-11-01,"$252,500.00",252500,1408,179.33238636363637
11308,6214 DENNY LN,"6214 DENNY LN Cobb County, GA",2022-11-01,"$156,600.00",156600,1008,155.35714285714286
11309,2079 LIVING SPRINGS CIR,"2079 LIVING SPRINGS CIR Cobb County, GA",2022-11-01,"$466,265.00",466265,2159,215.9634089856415
11310,1048 COKER CIR,"1048 COKER CIR Cobb County, GA",2022-11-01,"$327,000.00",327000,1300,251.53846153846155
11289,1777 WITT CIR,"1777 WITT CIR Cobb County, GA",2022-11-01,"$195,000.00",195000,2124,91.80790960451978
11311,195 MOUNTAIN BROOK DR,"195 MOUNTAIN BROOK DR Cobb County, GA",2022-11-01,"$710,000.00",710000,4436,160.05410279531108
11312,600 MANNING RD,"600 MANNING RD Cobb County, GA",2022-11-01,"$339,000.00",339000,1488,227.82258064516128
11293,2278 ITHICA DR,"2278 ITHICA DR Cobb County, GA",2022-11-01,"$350,000.00",350000,1569,223.07202039515616
11313,1882 KOLB FARM CIR,"1882 KOLB FARM CIR Cobb County, GA",2022-11-01,"$309,900.00",309900,1211,255.90421139554087
11292,1961 FINNISH LN,"1961 FINNISH LN Cobb County, GA",2022-11-01,"$578,317.00",578317,2029,285.02562838836866
11306,2922 WINDSTONE CIR,"2922 WINDSTONE CIR Cobb County, GA",2022-11-01,"$1,140,000.00",1140000,5204,219.06225980015373
11294,4776 DUNCAN DR SW,"4776 DUNCAN DR SW Cobb County, GA",2022-11-01,"$242,200.00",242200,1125,215.2888888888889
10912,1968 BOWERMAN RD NW,"1968 BOWERMAN RD NW Cobb County, GA",2022-11-02,"$666,158.00",666158,3172,210.01197982345522
11285,3790 SHILOH CHSE,"3790 SHILOH CHSE Cobb County, GA",2022-11-02,"$810,000.00",810000,4712,171.90152801358235
11284,3639 SILVERY WAY,"3639 SILVERY WAY Cobb County, GA",2022-11-02,"$537,123.00",537123,2952,181.9522357723577
11276,3658 TRICKUM RD,"3658 TRICKUM RD Cobb County, GA",2022-11-02,"$369,900.00",369900,1736,213.07603686635946
11268,3110 MEADOW DR,"3110 MEADOW DR Cobb County, GA",2022-11-02,"$555,000.00",555000,1944,285.4938271604938
11269,2104 PRICHARD PARK DR,"2104 PRICHARD PARK DR Cobb County, GA",2022-11-02,"$375,645.00",375645,1715,219.03498542274053
11270,2950 MOUNT WILKINSON PKWY UNIT 1105,"2950 MOUNT WILKINSON PKWY UNIT 1105 Cobb County, GA",2022-11-02,"$900,000.00",900000,2281,394.563787812363
11271,1698 CREVEIS RD,"1698 CREVEIS RD Cobb County, GA",2022-11-02,"$455,000.00",455000,2841,160.1548750439986
11272,1921 GALT COMM,"1921 GALT COMM Cobb County, GA",2022-11-02,"$429,900.00",429900,1360,316.1029411764706
11273,4900 HERITAGE TRACE CT,"4900 HERITAGE TRACE CT Cobb County, GA",2022-11-02,"$471,000.00",471000,1824,258.2236842105263
11274,354 MCARTHUR DR,"354 MCARTHUR DR Cobb County, GA",2022-11-02,"$270,000.00",270000,1255,215.1394422310757
11275,2600 BLACKBURN CT SE,"2600 BLACKBURN CT SE Cobb County, GA",2022-11-02,"$576,400.00",576400,2110,273.17535545023696
11267,2363 WYNONA DR,"2363 WYNONA DR Cobb County, GA",2022-11-02,"$270,000.00",270000,1312,205.79268292682926
11266,1977 KENWOOD RD,"1977 KENWOOD RD Cobb County, GA",2022-11-02,"$265,000.00",265000,959,276.3295099061522
11278,1747 TAPPAHANNOCK TRL,"1747 TAPPAHANNOCK TRL Cobb County, GA",2022-11-02,"$520,000.00",520000,3111,167.1488267438123
11279,625 AUNT LUCY LN SUITE/UNIT 39/22,"625 AUNT LUCY LN SUITE/UNIT 39/22 Cobb County, GA",2022-11-02,"$445,000.00",445000,2681,165.9828422230511
11280,2776 VININGS CENTRAL DR BLDG 19/UNIT176,"2776 VININGS CENTRAL DR BLDG 19/UNIT176 Cobb County, GA",2022-11-02,"$172,000.00",172000,852,201.87793427230048
11281,1202 LEXHAM DR,"1202 LEXHAM DR Cobb County, GA",2022-11-02,"$790,000.00",790000,3089,255.74619617999352
11282,2179 MITCHELL RD NE,"2179 MITCHELL RD NE Cobb County, GA",2022-11-02,"$1,280,000.00",1280000,4613,277.4766962930848
11283,283 HEATHERSETT DR,"283 HEATHERSETT DR Cobb County, GA",2022-11-02,"$240,000.00",240000,1428,168.0672268907563
11286,95 CREIGHTON LN,"95 CREIGHTON LN Cobb County, GA",2022-11-02,"$325,000.00",325000,1668,194.8441247002398
11277,2932 DANSBY RUN,"2932 DANSBY RUN Cobb County, GA",2022-11-02,"$781,600.00",781600,4312,181.26159554730984
11243,2547 SKY LANE DR,"2547 SKY LANE DR Cobb County, GA",2022-11-03,"$490,000.00",490000,2166,226.22345337026778
10938,2958 BAY BERRY DR,"2958 BAY BERRY DR Cobb County, GA",2022-11-03,"$153,790.00",153790,1107,138.92502258355916
11259,4599 SANTEE TRL,"4599 SANTEE TRL Cobb County, GA",2022-11-03,"$499,900.00",499900,3008,166.19015957446808
11260,2333 HOLLYRIDGE DR,"2333 HOLLYRIDGE DR Cobb County, GA",2022-11-03,"$220,000.00",220000,1200,183.33333333333334
11264,5156 OLIVE BRANCH CIR,"5156 OLIVE BRANCH CIR Cobb County, GA",2022-11-03,"$487,900.00",487900,2940,165.95238095238096
11258,2425 JIM OWENS LN,"2425 JIM OWENS LN Cobb County, GA",2022-11-03,"$299,000.00",299000,1670,179.04191616766468
11257,1938 ALEXANDER ST,"1938 ALEXANDER ST Cobb County, GA",2022-11-03,"$360,000.00",360000,1768,203.61990950226243
11265,502 BROADSTONE LN,"502 BROADSTONE LN Cobb County, GA",2022-11-03,"$485,000.00",485000,2481,195.4856912535268
11256,513 KENT TER,"513 KENT TER Cobb County, GA",2022-11-03,"$3,415,000.00",3415000,7625,447.8688524590164
11255,2106 PRICHARD PARK DR,"2106 PRICHARD PARK DR Cobb County, GA",2022-11-03,"$376,090.00",376090,1666,225.74429771908763
11254,3188 DOWSING LN,"3188 DOWSING LN Cobb County, GA",2022-11-03,"$468,360.00",468360,2403,194.9063670411985
11253,1850 EDINGTON RD,"1850 EDINGTON RD Cobb County, GA",2022-11-03,"$390,000.00",390000,2323,167.88635385277658
11252,3574 S SHERWOOD RD,"3574 S SHERWOOD RD Cobb County, GA",2022-11-03,"$867,000.00",867000,3404,254.70035252643947
11251,3180 KIPLING DR SW,"3180 KIPLING DR SW Cobb County, GA",2022-11-03,"$240,000.00",240000,1058,226.8431001890359
11261,220 INDIAN HILLS CT,"220 INDIAN HILLS CT Cobb County, GA",2022-11-03,"$400,000.00",400000,2196,182.14936247723134
11249,2779 OLD CONCORD RD,"2779 OLD CONCORD RD Cobb County, GA",2022-11-03,"$176,500.00",176500,792,222.85353535353536
11262,1545 TAPPAHANNOCK TRL,"1545 TAPPAHANNOCK TRL Cobb County, GA",2022-11-03,"$515,000.00",515000,3102,166.02192134107028
11248,3501 CHATTAHOOCHEE SUMMIT LN UNIT 25,"3501 CHATTAHOOCHEE SUMMIT LN UNIT 25 Cobb County, GA",2022-11-03,"$473,000.00",473000,1942,243.5633367662204
11263,5456 KEMMIE LN,"5456 KEMMIE LN Cobb County, GA",2022-11-03,"$265,000.00",265000,1456,182.0054945054945
11247,116 LEROY ST,"116 LEROY ST Cobb County, GA",2022-11-03,"$315,000.00",315000,1060,297.1698113207547
11250,1662 RUSTIC DR,"1662 RUSTIC DR Cobb County, GA",2022-11-03,"$300,000.00",300000,1847,162.42555495397943
11246,6040 MAYFIELD WAY,"6040 MAYFIELD WAY Cobb County, GA",2022-11-03,"$365,000.00",365000,1956,186.60531697341514
11245,4241 PENTWORTH LN,"4241 PENTWORTH LN Cobb County, GA",2022-11-03,"$350,000.00",350000,2004,174.65069860279442
11244,1142 PAIR RD,"1142 PAIR RD Cobb County, GA",2022-11-03,"$310,000.00",310000,1587,195.33711405166983
11222,4940 PINEHURST CIR NW,"4940 PINEHURST CIR NW Cobb County, GA",2022-11-04,"$350,000.00",350000,1998,175.17517517517518
11230,270 HICKS DR SE,"270 HICKS DR SE Cobb County, GA",2022-11-04,"$174,990.00",174990,1688,103.66706161137441
11229,957 CONCORD RD,"957 CONCORD RD Cobb County, GA",2022-11-04,"$254,900.00",254900,1394,182.8550932568149
11228,3028 BALEARIC DR,"3028 BALEARIC DR Cobb County, GA",2022-11-04,"$310,000.00",310000,1547,200.38784744667097
11225,1904 GALT COMM,"1904 GALT COMM Cobb County, GA",2022-11-04,"$454,829.00",454829,1344,338.4144345238095
11226,903 FELDER PASS NE,"903 FELDER PASS NE Cobb County, GA",2022-11-04,"$660,405.00",660405,2024,326.2870553359684
11221,4934 CREEKSIDE LN,"4934 CREEKSIDE LN Cobb County, GA",2022-11-04,"$575,000.00",575000,2762,208.18247646632875
11231,445 N SESSIONS ST 2/2206,"445 N SESSIONS ST 2/2206 Cobb County, GA",2022-11-04,"$319,900.00",319900,1643,194.70480827754108
11223,1741 HICKORY GROVE TRL,"1741 HICKORY GROVE TRL Cobb County, GA",2022-11-04,"$375,000.00",375000,1536,244.140625
11227,4069 CHARLESTON PL,"4069 CHARLESTON PL Cobb County, GA",2022-11-04,"$500,000.00",500000,2318,215.70319240724763
11224,1118 COOL SPRINGS DR,"1118 COOL SPRINGS DR Cobb County, GA",2022-11-04,"$497,000.00",497000,2446,203.18887980376124
11237,4963 BRAEBURN TRCE,"4963 BRAEBURN TRCE Cobb County, GA",2022-11-04,"$430,000.00",430000,1894,227.03273495248152
11220,279 IVY MANOR DR,"279 IVY MANOR DR Cobb County, GA",2022-11-04,"$435,000.00",435000,2565,169.5906432748538
11233,6873 WADE RD,"6873 WADE RD Cobb County, GA",2022-11-04,"$315,000.00",315000,1344,234.375
11234,4188 INTEGRITY WAY,"4188 INTEGRITY WAY Cobb County, GA",2022-11-04,"$353,000.00",353000,1706,206.91676436107855
11235,3974 LULLWATER MAIN,"3974 LULLWATER MAIN Cobb County, GA",2022-11-04,"$410,000.00",410000,2500,164.0
11236,3183 COUNTRY CLUB CT,"3183 COUNTRY CLUB CT Cobb County, GA",2022-11-04,"$493,000.00",493000,2900,170.0
11238,3525 WELLSLEY DR,"3525 WELLSLEY DR Cobb County, GA",2022-11-04,"$387,000.00",387000,2199,175.98908594815825
11239,2132 CUMBERLAND CREEK TRL,"2132 CUMBERLAND CREEK TRL Cobb County, GA",2022-11-04,"$391,840.00",391840,2371,165.26360185575706
11240,1894 BENSON AVE,"1894 BENSON AVE Cobb County, GA",2022-11-04,"$240,000.00",240000,905,265.1933701657459
11241,623 GREEN VALLEY DR,"623 GREEN VALLEY DR Cobb County, GA",2022-11-04,"$400,000.00",400000,1474,271.37042062415196
11242,2969 MANITOBA LN,"2969 MANITOBA LN Cobb County, GA",2022-11-04,"$340,000.00",340000,1520,223.68421052631578
11232,5990 TATE DR,"5990 TATE DR Cobb County, GA",2022-11-04,"$320,000.00",320000,1462,218.87824897400822
11219,1614 ARBOR GREEN CT UNIT 1004,"1614 ARBOR GREEN CT UNIT 1004 Cobb County, GA",2022-11-04,"$440,000.00",440000,2121,207.44931636020746
11198,906 ANDORA LN,"906 ANDORA LN Cobb County, GA",2022-11-04,"$368,000.00",368000,1692,217.49408983451536
11217,4371 CLASSIC LINKS CT,"4371 CLASSIC LINKS CT Cobb County, GA",2022-11-04,"$2,300,000.00",2300000,5373,428.0662572119858
11203,4471 REDAN CT,"4471 REDAN CT Cobb County, GA",2022-11-04,"$625,000.00",625000,3273,190.95630919645586
11202,4242 HONEYSUCKLE DR,"4242 HONEYSUCKLE DR Cobb County, GA",2022-11-04,"$532,500.00",532500,1558,341.78433889602053
11186,3251 HOPKINS RD,"3251 HOPKINS RD Cobb County, GA",2022-11-04,"$320,000.00",320000,1344,238.0952380952381
11187,1229 PEMSHIRE CT,"1229 PEMSHIRE CT Cobb County, GA",2022-11-04,"$635,000.00",635000,2175,291.95402298850576
10911,2141 NANCY CIR SE,"2141 NANCY CIR SE Cobb County, GA",2022-11-04,"$285,000.00",285000,1560,182.69230769230768
11201,2534 OAKRILL RD,"2534 OAKRILL RD Cobb County, GA",2022-11-04,"$326,000.00",326000,1600,203.75
11200,5103 BROWNS CROSSING WAY,"5103 BROWNS CROSSING WAY Cobb County, GA",2022-11-04,"$357,000.00",357000,1640,217.6829268292683
11185,215 FARM RIDGE DR,"215 FARM RIDGE DR Cobb County, GA",2022-11-04,"$242,500.00",242500,1340,180.97014925373134
11199,1108 WYNFORD CMNS,"1108 WYNFORD CMNS Cobb County, GA",2022-11-04,"$365,000.00",365000,1923,189.80759230369216
11196,2651 S ASHLEY DR SW,"2651 S ASHLEY DR SW Cobb County, GA",2022-11-04,"$384,500.00",384500,2181,176.29527739569005
11195,6151 FERNSTONE CT,"6151 FERNSTONE CT Cobb County, GA",2022-11-04,"$970,000.00",970000,5418,179.0328534514581
11194,1967 LAKE HEIGHTS CIR UNIT 4,"1967 LAKE HEIGHTS CIR UNIT 4 Cobb County, GA",2022-11-04,"$300,000.00",300000,1986,151.05740181268882
11193,1618 RIVERGREEN BND UNIT 26,"1618 RIVERGREEN BND UNIT 26 Cobb County, GA",2022-11-04,"$640,000.00",640000,2601,246.05920799692427
11192,3065 DEVONCROFT ST,"3065 DEVONCROFT ST Cobb County, GA",2022-11-04,"$510,000.00",510000,1438,354.65924895688454
11191,50 BRADLEY AVE,"50 BRADLEY AVE Cobb County, GA",2022-11-04,"$330,000.00",330000,1125,293.3333333333333
11190,3336 CALEY MILL DR,"3336 CALEY MILL DR Cobb County, GA",2022-11-04,"$279,000.00",279000,1380,202.17391304347825
11197,943 QUEENSBROOKE WAY,"943 QUEENSBROOKE WAY Cobb County, GA",2022-11-04,"$460,400.00",460400,2618,175.8594346829641
11189,231 DINK LN,"231 DINK LN Cobb County, GA",2022-11-04,"$305,650.00",305650,1294,236.20556414219473
11188,485 BANNON WAY,"485 BANNON WAY Cobb County, GA",2022-11-04,"$401,050.00",401050,1914,209.5350052246604
11209,897 SCOTT LN,"897 SCOTT LN Cobb County, GA",2022-11-04,"$485,000.00",485000,2302,210.6863596872285
11216,926 CEDAR CREEK SOUTH,"926 CEDAR CREEK SOUTH Cobb County, GA",2022-11-04,"$237,500.00",237500,1414,167.96322489391795
11218,4841 TOWNSHIP RDG,"4841 TOWNSHIP RDG Cobb County, GA",2022-11-04,"$605,000.00",605000,3225,187.5968992248062
11215,691 ETOWAH DR,"691 ETOWAH DR Cobb County, GA",2022-11-04,"$360,000.00",360000,1812,198.67549668874173
11204,2847 ORCHARD KNOB DR,"2847 ORCHARD KNOB DR Cobb County, GA",2022-11-04,"$1,050,000.00",1050000,2346,447.5703324808184
11214,103 INDIAN TRL,"103 INDIAN TRL Cobb County, GA",2022-11-04,"$310,000.00",310000,1305,237.54789272030652
11205,1701 CUTLER RDG,"1701 CUTLER RDG Cobb County, GA",2022-11-04,"$710,000.00",710000,3398,208.94643908181283
11206,1736 EVENSTAD WAY,"1736 EVENSTAD WAY Cobb County, GA",2022-11-04,"$470,149.00",470149,1700,276.55823529411765
11207,496 LAWRENCE ST,"496 LAWRENCE ST Cobb County, GA",2022-11-04,"$490,000.00",490000,2160,226.85185185185185
11208,81 CLEBURNE AVE,"81 CLEBURNE AVE Cobb County, GA",2022-11-04,"$313,810.00",313810,2308,135.96620450606585
10937,2660 GREEN MEADOW LN,"2660 GREEN MEADOW LN Cobb County, GA",2022-11-04,"$255,000.00",255000,1472,173.2336956521739
11210,3798 HARDEE DR NW,"3798 HARDEE DR NW Cobb County, GA",2022-11-04,"$310,000.00",310000,1216,254.93421052631578
11211,5280 OGLETHORPE CT,"5280 OGLETHORPE CT Cobb County, GA",2022-11-04,"$345,000.00",345000,2094,164.756446991404
11212,3366 RAES CREEK RD BLDG 24,"3366 RAES CREEK RD BLDG 24 Cobb County, GA",2022-11-04,"$270,000.00",270000,1500,180.0
11213,4032 MCPHERSON DR NW,"4032 MCPHERSON DR NW Cobb County, GA",2022-11-04,"$350,000.00",350000,1609,217.5264139216905
11167,1151 HARBORMIST CT,"1151 HARBORMIST CT Cobb County, GA",2022-11-07,"$500,000.00",500000,2440,204.91803278688525
11172,1575 RIDENOUR PKWY SUITE 810,"1575 RIDENOUR PKWY SUITE 810 Cobb County, GA",2022-11-07,"$300,000.00",300000,1780,168.53932584269663
11171,2859 MEADOW DR,"2859 MEADOW DR Cobb County, GA",2022-11-07,"$585,000.00",585000,2220,263.5135135135135
11165,4943 KEOTA RUN,"4943 KEOTA RUN Cobb County, GA",2022-11-07,"$375,000.00",375000,2026,185.09378084896346
11173,3807 BAYSIDE PSGE,"3807 BAYSIDE PSGE Cobb County, GA",2022-11-07,"$306,000.00",306000,1446,211.61825726141078
11166,3935 COVEY FLUSH CT UNIT 25,"3935 COVEY FLUSH CT UNIT 25 Cobb County, GA",2022-11-07,"$425,000.00",425000,1716,247.66899766899766
11163,208 SPIKE TRL SE,"208 SPIKE TRL SE Cobb County, GA",2022-11-07,"$549,290.00",549290,2064,266.12887596899225
11174,5160 DAVIDSON RD,"5160 DAVIDSON RD Cobb County, GA",2022-11-07,"$717,000.00",717000,1564,458.43989769820973
11162,3755 PLUMCREST RD,"3755 PLUMCREST RD Cobb County, GA",2022-11-07,"$375,000.00",375000,1887,198.7281399046105
11161,289 GROVER ST,"289 GROVER ST Cobb County, GA",2022-11-07,"$428,000.00",428000,1783,240.04486819966348
11160,4253 TENNEYSON LN,"4253 TENNEYSON LN Cobb County, GA",2022-11-07,"$255,000.00",255000,864,295.1388888888889
