,street_name,full_address,sale_date,sale_price,price_num,sq_feet,price_sf
16177,517 CRESENTRY BRK,"517 CRESENTRY BRK Cobb County, GA",2020-12-22,"$445,400.00",445400,2391,186.2818904224174
16182,4023 EVELYN DR,"4023 EVELYN DR Cobb County, GA",2020-12-22,"$235,000.00",235000,1428,164.56582633053222
17058,3634 FOXTROT TRL,"3634 FOXTROT TRL Cobb County, GA",2020-12-22,"$362,000.00",362000,2762,131.06444605358436
16181,3019 LAKE PARK TRL,"3019 LAKE PARK TRL Cobb County, GA",2020-12-22,"$244,000.00",244000,1877,129.99467234949387
17057,1250 E SHILOH TRAIL EAST E,"1250 E SHILOH TRAIL EAST E Cobb County, GA",2020-12-22,"$323,000.00",323000,2180,148.1651376146789
17022,5800 OAKDALE RD UNIT 7,"5800 OAKDALE RD UNIT 7 Cobb County, GA",2020-12-22,"$265,000.00",265000,1832,144.65065502183407
17037,4799 ERIE CT,"4799 ERIE CT Cobb County, GA",2020-12-22,"$260,000.00",260000,1680,154.76190476190476
17036,680 GLENBARRETT CT,"680 GLENBARRETT CT Cobb County, GA",2020-12-22,"$285,000.00",285000,1928,147.82157676348547
17035,3617 EBENEZER RD,"3617 EBENEZER RD Cobb County, GA",2020-12-22,"$244,000.00",244000,1981,123.1701161029783
17034,4600 HUNTING HOUND LN,"4600 HUNTING HOUND LN Cobb County, GA",2020-12-22,"$410,000.00",410000,2337,175.43859649122808
17033,4891 PAYSON TER UNIT 25,"4891 PAYSON TER UNIT 25 Cobb County, GA",2020-12-22,"$344,900.00",344900,1824,189.08991228070175
17032,1168 STEPHENS ST,"1168 STEPHENS ST Cobb County, GA",2020-12-22,"$248,000.00",248000,1322,187.5945537065053
17031,2211 CEDAR FORKS DR,"2211 CEDAR FORKS DR Cobb County, GA",2020-12-22,"$340,000.00",340000,1578,215.46261089987325
17030,6270 CHEATHAM LAKE DR,"6270 CHEATHAM LAKE DR Cobb County, GA",2020-12-22,"$318,900.00",318900,1850,172.3783783783784
17029,1042 KENNESBOROUGH RD,"1042 KENNESBOROUGH RD Cobb County, GA",2020-12-22,"$129,660.00",129660,956,135.6276150627615
17028,3340 MCEVER PARK CIR,"3340 MCEVER PARK CIR Cobb County, GA",2020-12-22,"$280,500.00",280500,2090,134.21052631578948
17027,3951 WELDON DR SW,"3951 WELDON DR SW Cobb County, GA",2020-12-22,"$241,500.00",241500,1944,124.22839506172839
17026,1612 HUNTCREST XING SW,"1612 HUNTCREST XING SW Cobb County, GA",2020-12-22,"$275,000.00",275000,1991,138.12154696132598
17025,2090 MOCCASIN WAY,"2090 MOCCASIN WAY Cobb County, GA",2020-12-22,"$345,000.00",345000,2194,157.24703737465816
17024,4840 KINGSBURY DR,"4840 KINGSBURY DR Cobb County, GA",2020-12-22,"$420,000.00",420000,2948,142.46947082767977
17023,546 RUSSETT CT,"546 RUSSETT CT Cobb County, GA",2020-12-22,"$315,000.00",315000,2608,120.78220858895706
17038,3847 TAMBERLY WAY,"3847 TAMBERLY WAY Cobb County, GA",2020-12-22,"$492,828.00",492828,3848,128.07380457380458
16166,823 DOVER ST,"823 DOVER ST Cobb County, GA",2020-12-22,"$247,500.00",247500,1300,190.3846153846154
17039,3142 SPINNAKERS REACH VIEW,"3142 SPINNAKERS REACH VIEW Cobb County, GA",2020-12-22,"$684,910.00",684910,3977,172.21775207442795
17041,4492 COVENTRY WAY,"4492 COVENTRY WAY Cobb County, GA",2020-12-22,"$345,000.00",345000,2016,171.13095238095238
17059,4980 PLEASANTRY WAY,"4980 PLEASANTRY WAY Cobb County, GA",2020-12-22,"$435,226.00",435226,2349,185.2813963388676
17055,4183 GROVELAND PARK DR,"4183 GROVELAND PARK DR Cobb County, GA",2020-12-22,"$375,000.00",375000,3246,115.5268022181146
17054,5025 CHINA BERRY DR,"5025 CHINA BERRY DR Cobb County, GA",2020-12-22,"$425,000.00",425000,3661,116.08850040972412
17053,4394 NOWLIN DR,"4394 NOWLIN DR Cobb County, GA",2020-12-22,"$590,000.00",590000,3208,183.9152119700748
17052,168 KENMARE CIR,"168 KENMARE CIR Cobb County, GA",2020-12-22,"$254,000.00",254000,1732,146.6512702078522
17051,3100 WATERFRONT CIR,"3100 WATERFRONT CIR Cobb County, GA",2020-12-22,"$339,000.00",339000,1420,238.73239436619718
17050,3330 LYNHURST DR,"3330 LYNHURST DR Cobb County, GA",2020-12-22,"$410,000.00",410000,1804,227.27272727272728
17049,3337 DEVAUGHN DR,"3337 DEVAUGHN DR Cobb County, GA",2020-12-22,"$376,000.00",376000,2211,170.05879692446857
17048,2560 RUGER DR,"2560 RUGER DR Cobb County, GA",2020-12-22,"$328,000.00",328000,1716,191.14219114219114
17047,2418 CRESCENT PARK CT BLDG/UNIT 1/6,"2418 CRESCENT PARK CT BLDG/UNIT 1/6 Cobb County, GA",2020-12-22,"$423,000.00",423000,1771,238.8481084133258
17046,4100 PACES WALK SE UNIT 2305,"4100 PACES WALK SE UNIT 2305 Cobb County, GA",2020-12-22,"$315,000.00",315000,1581,199.24098671726756
17045,1247 HERTY DR,"1247 HERTY DR Cobb County, GA",2020-12-22,"$331,881.00",331881,2152,154.21979553903347
17044,6245 STONEY CREEK OVRLK,"6245 STONEY CREEK OVRLK Cobb County, GA",2020-12-22,"$230,000.00",230000,1640,140.2439024390244
17043,1172 BEECH ST NE,"1172 BEECH ST NE Cobb County, GA",2020-12-22,"$215,000.00",215000,880,244.3181818181818
17042,538 SPRINGER BND NW,"538 SPRINGER BND NW Cobb County, GA",2020-12-22,"$657,118.00",657118,4000,164.2795
17040,4110 HUBERT DR NE,"4110 HUBERT DR NE Cobb County, GA",2020-12-22,"$310,000.00",310000,1651,187.7649909145972
17021,5706 REGISTRY OAKS LN,"5706 REGISTRY OAKS LN Cobb County, GA",2020-12-22,"$700,000.00",700000,3500,200.0
17056,1417 STERLINGBROOKE DR,"1417 STERLINGBROOKE DR Cobb County, GA",2020-12-22,"$402,000.00",402000,3650,110.13698630136986
17019,1814 MANOR VIEW CIR UNIT 10,"1814 MANOR VIEW CIR UNIT 10 Cobb County, GA",2020-12-22,"$310,000.00",310000,1740,178.16091954022988
17002,3307 DAMON WAY,"3307 DAMON WAY Cobb County, GA",2020-12-22,"$268,000.00",268000,1384,193.64161849710982
17001,5214 CAMDEN LAKE PKWY,"5214 CAMDEN LAKE PKWY Cobb County, GA",2020-12-22,"$350,000.00",350000,2951,118.60386309725517
17000,3860 MANOR HOUSE DR,"3860 MANOR HOUSE DR Cobb County, GA",2020-12-22,"$333,000.00",333000,1686,197.50889679715303
16999,4077 OAK FERRY DR,"4077 OAK FERRY DR Cobb County, GA",2020-12-22,"$264,000.00",264000,1436,183.84401114206128
16998,2843 FOREST CHASE DR,"2843 FOREST CHASE DR Cobb County, GA",2020-12-22,"$340,000.00",340000,2220,153.15315315315314
16997,4979 MEADOW LN NE,"4979 MEADOW LN NE Cobb County, GA",2020-12-22,"$219,900.00",219900,1560,140.96153846153845
17020,2859 DONAMIRE LN,"2859 DONAMIRE LN Cobb County, GA",2020-12-22,"$324,000.00",324000,2413,134.27268959801077
16996,4237 GLENFOREST WAY,"4237 GLENFOREST WAY Cobb County, GA",2020-12-22,"$369,000.00",369000,1618,228.05933250927072
16994,2797 KAKKI CT,"2797 KAKKI CT Cobb County, GA",2020-12-22,"$460,000.00",460000,2304,199.65277777777777
16993,1839 BEAVER DAM LN,"1839 BEAVER DAM LN Cobb County, GA",2020-12-22,"$398,000.00",398000,2756,144.4121915820029
16992,3258 WINTER WOOD CT,"3258 WINTER WOOD CT Cobb County, GA",2020-12-22,"$362,000.00",362000,1708,211.94379391100702
16991,3834 BLUFFVIEW DR,"3834 BLUFFVIEW DR Cobb County, GA",2020-12-22,"$415,000.00",415000,3023,137.28084684088654
16990,1134 ARROWLAKE RD SW,"1134 ARROWLAKE RD SW Cobb County, GA",2020-12-22,"$320,245.00",320245,1861,172.08221386351423
16989,4658 ELECTRIC AVE SW,"4658 ELECTRIC AVE SW Cobb County, GA",2020-12-22,"$333,730.00",333730,2058,162.1622934888241
16995,4247 HANSFORD LOOP,"4247 HANSFORD LOOP Cobb County, GA",2020-12-22,"$484,200.00",484200,4477,108.15278088005361
17004,729 BIRCHWOOD LN,"729 BIRCHWOOD LN Cobb County, GA",2020-12-22,"$245,000.00",245000,1145,213.97379912663754
17003,1660 BILL MURDOCK RD,"1660 BILL MURDOCK RD Cobb County, GA",2020-12-22,"$1,150,000.00",1150000,4803,239.4336872787841
17006,2839 MENTON RD,"2839 MENTON RD Cobb County, GA",2020-12-22,"$337,469.00",337469,1768,190.87613122171945
17018,1250 PARKWOOD CIR SE UNIT 400/3106,"1250 PARKWOOD CIR SE UNIT 400/3106 Cobb County, GA",2020-12-22,"$220,000.00",220000,1301,169.10069177555727
17017,3929 LOOKOUT PT,"3929 LOOKOUT PT Cobb County, GA",2020-12-22,"$333,000.00",333000,1722,193.37979094076655
17016,3052 FLEET ST,"3052 FLEET ST Cobb County, GA",2020-12-22,"$495,000.00",495000,3382,146.3630987581313
17015,2630 FOREST WAY,"2630 FOREST WAY Cobb County, GA",2020-12-22,"$322,000.00",322000,1956,164.62167689161555
17014,4574 WOODLAND CIR,"4574 WOODLAND CIR Cobb County, GA",2020-12-22,"$400,000.00",400000,2229,179.45266935845672
17005,4151 W COOPER LAKE DR SE,"4151 W COOPER LAKE DR SE Cobb County, GA",2020-12-22,"$765,000.00",765000,3424,223.4228971962617
17012,658 MONTCLAIR DR,"658 MONTCLAIR DR Cobb County, GA",2020-12-22,"$294,000.00",294000,1158,253.8860103626943
17013,316 SENNA ST,"316 SENNA ST Cobb County, GA",2020-12-22,"$486,250.00",486250,3060,158.90522875816993
17010,370 OAK HARBOR TRL,"370 OAK HARBOR TRL Cobb County, GA",2020-12-22,"$150,000.00",150000,1408,106.5340909090909
17009,6345 BROOKWATER VW,"6345 BROOKWATER VW Cobb County, GA",2020-12-22,"$314,170.00",314170,1970,159.4771573604061
17008,3133 LAWRENCEBURG LN,"3133 LAWRENCEBURG LN Cobb County, GA",2020-12-22,"$510,000.00",510000,3173,160.73116924046644
17007,4821 CONDUCTOR WAY,"4821 CONDUCTOR WAY Cobb County, GA",2020-12-22,"$368,430.00",368430,2098,175.61010486177312
17011,3825 CREEKVIEW DR NE,"3825 CREEKVIEW DR NE Cobb County, GA",2020-12-22,"$506,880.00",506880,2512,201.78343949044586
16200,1035 PINEHURST DR,"1035 PINEHURST DR Cobb County, GA",2020-12-23,"$280,000.00",280000,1386,202.02020202020202
16197,3982 COVEY FLUSH CT UNIT 19,"3982 COVEY FLUSH CT UNIT 19 Cobb County, GA",2020-12-23,"$285,000.00",285000,1832,155.56768558951964
16216,816 REED RD,"816 REED RD Cobb County, GA",2020-12-23,"$279,900.00",279900,1590,176.03773584905662
16568,1582 RIBBON MILL SW,"1582 RIBBON MILL SW Cobb County, GA",2020-12-23,"$304,570.00",304570,3132,97.24457215836526
16219,4507 WATERLEAF CT,"4507 WATERLEAF CT Cobb County, GA",2020-12-23,"$96,000.00",96000,2896,33.149171270718234
16187,440 LAWRENCE ST,"440 LAWRENCE ST Cobb County, GA",2020-12-23,"$457,000.00",457000,2606,175.36454336147352
16227,3040 MILFORD CHASE OVRLK,"3040 MILFORD CHASE OVRLK Cobb County, GA",2020-12-23,"$278,000.00",278000,2523,110.1862861672612
16190,6167 SWEET BIRCH CT,"6167 SWEET BIRCH CT Cobb County, GA",2020-12-23,"$557,420.00",557420,4272,130.4822097378277
16155,102 SE MILL POND CT SE,"102 SE MILL POND CT SE Cobb County, GA",2020-12-23,"$136,000.00",136000,1005,135.3233830845771
16960,3818 FELTON HILL RD UNIT 13,"3818 FELTON HILL RD UNIT 13 Cobb County, GA",2020-12-23,"$330,000.00",330000,1920,171.875
16977,2401 HERITAGE PARK CIR UNIT 14,"2401 HERITAGE PARK CIR UNIT 14 Cobb County, GA",2020-12-23,"$210,000.00",210000,1639,128.1269066503966
16955,4521 REVA CT,"4521 REVA CT Cobb County, GA",2020-12-23,"$338,000.00",338000,2235,151.2304250559284
16956,2104 OWLS NEST,"2104 OWLS NEST Cobb County, GA",2020-12-23,"$503,000.00",503000,3986,126.19167084796788
16957,6197 INDIAN WOOD CIR,"6197 INDIAN WOOD CIR Cobb County, GA",2020-12-23,"$298,000.00",298000,1952,152.6639344262295
16958,2080 OLD ALABAMA RD,"2080 OLD ALABAMA RD Cobb County, GA",2020-12-23,"$257,000.00",257000,1925,133.5064935064935
16959,1060 BANNER SQ,"1060 BANNER SQ Cobb County, GA",2020-12-23,"$527,000.00",527000,2636,199.92412746585737
16961,2688 TRELLIS OAKS CT SW,"2688 TRELLIS OAKS CT SW Cobb County, GA",2020-12-23,"$270,000.00",270000,1688,159.95260663507108
16962,512 VININGS ESTATES DR BLDG B04,"512 VININGS ESTATES DR BLDG B04 Cobb County, GA",2020-12-23,"$370,000.00",370000,2380,155.46218487394958
16963,2859 SPRING VILLA LN,"2859 SPRING VILLA LN Cobb County, GA",2020-12-23,"$160,000.00",160000,1452,110.19283746556474
16964,3468 CEDAR VALLEY CT,"3468 CEDAR VALLEY CT Cobb County, GA",2020-12-23,"$340,000.00",340000,1794,189.520624303233
16965,233 WEBNEY DR,"233 WEBNEY DR Cobb County, GA",2020-12-23,"$520,000.00",520000,3333,156.01560156015603
16966,3798 UPLAND DR,"3798 UPLAND DR Cobb County, GA",2020-12-23,"$495,000.00",495000,2563,193.13304721030042
16967,3655 BRISBANE DR,"3655 BRISBANE DR Cobb County, GA",2020-12-23,"$535,000.00",535000,3540,151.12994350282486
16968,1106 MABLE ST,"1106 MABLE ST Cobb County, GA",2020-12-23,"$140,000.00",140000,768,182.29166666666666
16969,3242 ARTESSA LN,"3242 ARTESSA LN Cobb County, GA",2020-12-23,"$564,883.00",564883,3716,152.01372443487622
16954,4187 EDINBURGH TRL,"4187 EDINBURGH TRL Cobb County, GA",2020-12-23,"$371,000.00",371000,2330,159.2274678111588
16970,2930 CANTON CHASE DR,"2930 CANTON CHASE DR Cobb County, GA",2020-12-23,"$400,000.00",400000,2704,147.92899408284023
16972,1162 ARROWLAKE RD SW,"1162 ARROWLAKE RD SW Cobb County, GA",2020-12-23,"$326,880.00",326880,2291,142.68005237887385
16973,2037 CLIFF CREEK CT,"2037 CLIFF CREEK CT Cobb County, GA",2020-12-23,"$457,500.00",457500,2022,226.26112759643917
16974,903 PARK RIDGE CIR,"903 PARK RIDGE CIR Cobb County, GA",2020-12-23,"$170,000.00",170000,1270,133.85826771653544
16975,722 SURREY PARK PL,"722 SURREY PARK PL Cobb County, GA",2020-12-23,"$277,000.00",277000,1899,145.86624539231175
16976,4993 PLEASANTRY WAY,"4993 PLEASANTRY WAY Cobb County, GA",2020-12-23,"$443,968.00",443968,2252,197.14387211367674
16920,176 FENDER WALK,"176 FENDER WALK Cobb County, GA",2020-12-23,"$359,900.00",359900,2220,162.11711711711712
16978,656 KETCHEM DR,"656 KETCHEM DR Cobb County, GA",2020-12-23,"$280,000.00",280000,1736,161.29032258064515
16979,1881 GALLANT FOX LN,"1881 GALLANT FOX LN Cobb County, GA",2020-12-23,"$320,000.00",320000,1592,201.00502512562815
16980,128 DICKSON CT,"128 DICKSON CT Cobb County, GA",2020-12-23,"$200,000.00",200000,1137,175.90149516270887
16981,870 WAYLAND CT,"870 WAYLAND CT Cobb County, GA",2020-12-23,"$239,000.00",239000,846,282.50591016548464
16982,302 BRIDGE LN,"302 BRIDGE LN Cobb County, GA",2020-12-23,"$165,500.00",165500,1424,116.22191011235955
16983,6078 VENETIAN WAY,"6078 VENETIAN WAY Cobb County, GA",2020-12-23,"$225,000.00",225000,1671,134.64991023339317
16984,3339 VINELAND DR,"3339 VINELAND DR Cobb County, GA",2020-12-23,"$265,000.00",265000,2031,130.47759724273757
16985,4914 CARSON GLEN LN,"4914 CARSON GLEN LN Cobb County, GA",2020-12-23,"$209,900.00",209900,1444,145.3601108033241
16971,677 PILOT MOUNTAIN WAY,"677 PILOT MOUNTAIN WAY Cobb County, GA",2020-12-23,"$380,000.00",380000,2466,154.095701540957
16953,6203 TRUMBUL OAKS CT UNIT 1,"6203 TRUMBUL OAKS CT UNIT 1 Cobb County, GA",2020-12-23,"$330,000.00",330000,2456,134.36482084690553
16952,573 N PALISADES CIR,"573 N PALISADES CIR Cobb County, GA",2020-12-23,"$410,000.00",410000,2952,138.88888888888889
16951,4173 INTEGRITY WAY,"4173 INTEGRITY WAY Cobb County, GA",2020-12-23,"$260,000.00",260000,1662,156.43802647412755
16919,1196 TURNWELL PL,"1196 TURNWELL PL Cobb County, GA",2020-12-23,"$590,217.00",590217,3760,156.9726063829787
16918,1901 HICKORY GROVE RD,"1901 HICKORY GROVE RD Cobb County, GA",2020-12-23,"$190,000.00",190000,1648,115.29126213592232
16922,474 HENRY DR,"474 HENRY DR Cobb County, GA",2020-12-23,"$130,000.00",130000,950,136.8421052631579
16923,409 OUTLANDER CT SW,"409 OUTLANDER CT SW Cobb County, GA",2020-12-23,"$407,900.00",407900,2442,167.03521703521704
16924,2954 TERRY LN SW,"2954 TERRY LN SW Cobb County, GA",2020-12-23,"$237,500.00",237500,1248,190.30448717948718
16925,3390 OREGON TRL,"3390 OREGON TRL Cobb County, GA",2020-12-23,"$215,000.00",215000,1325,162.26415094339623
16926,98 CHRISTINE DR,"98 CHRISTINE DR Cobb County, GA",2020-12-23,"$255,000.00",255000,1674,152.32974910394265
16927,4805 W VILLAGE WAY BLDG/UNIT 3000/3104,"4805 W VILLAGE WAY BLDG/UNIT 3000/3104 Cobb County, GA",2020-12-23,"$240,000.00",240000,1175,204.25531914893617
16928,2838 CRESTWICKE DR,"2838 CRESTWICKE DR Cobb County, GA",2020-12-23,"$369,000.00",369000,3103,118.9171769255559
16929,1223 WADE GREEN CIR,"1223 WADE GREEN CIR Cobb County, GA",2020-12-23,"$242,000.00",242000,1704,142.018779342723
16930,405 COOL SPRINGS PL,"405 COOL SPRINGS PL Cobb County, GA",2020-12-23,"$279,000.00",279000,2802,99.57173447537473
16931,6365 QUEENS COURT TRCE UNIT 16,"6365 QUEENS COURT TRCE UNIT 16 Cobb County, GA",2020-12-23,"$325,000.00",325000,1994,162.9889669007021
16932,4655 JAMERSON FOREST PKWY,"4655 JAMERSON FOREST PKWY Cobb County, GA",2020-12-23,"$225,000.00",225000,1280,175.78125
16933,4131 BRASHER DR,"4131 BRASHER DR Cobb County, GA",2020-12-23,"$375,000.00",375000,2941,127.50765045902754
16934,2180 E PIEDMONT RD,"2180 E PIEDMONT RD Cobb County, GA",2020-12-23,"$285,000.00",285000,2090,136.36363636363637
16935,4229 GUNNERSON LN NW,"4229 GUNNERSON LN NW Cobb County, GA",2020-12-23,"$599,747.00",599747,4364,137.43056828597616
16936,1099 MEADOW GRASS LN,"1099 MEADOW GRASS LN Cobb County, GA",2020-12-23,"$555,000.00",555000,4128,134.44767441860466
16950,429 WILD OLIVE CREST,"429 WILD OLIVE CREST Cobb County, GA",2020-12-23,"$472,065.00",472065,2412,195.71517412935324
16949,1179 ARROWLAKE RD SW,"1179 ARROWLAKE RD SW Cobb County, GA",2020-12-23,"$317,500.00",317500,1650,192.42424242424244
16948,3463 LEE CT,"3463 LEE CT Cobb County, GA",2020-12-23,"$165,000.00",165000,1152,143.22916666666666
16947,1574 RIBBON MILL SW,"1574 RIBBON MILL SW Cobb County, GA",2020-12-23,"$304,600.00",304600,2600,117.15384615384616
16946,3041 HYACINTH DR,"3041 HYACINTH DR Cobb County, GA",2020-12-23,"$209,000.00",209000,1373,152.22141296431172
16945,4597 AUSTELL RD,"4597 AUSTELL RD Cobb County, GA",2020-12-23,"$180,000.00",180000,1712,105.14018691588785
16986,4539 HOWELL FARMS RD,"4539 HOWELL FARMS RD Cobb County, GA",2020-12-23,"$305,000.00",305000,2548,119.70172684458399
16944,4155 INTEGRITY WAY,"4155 INTEGRITY WAY Cobb County, GA",2020-12-23,"$261,000.00",261000,1774,147.1251409244645
16942,2399 JUNE SPRINGS DR,"2399 JUNE SPRINGS DR Cobb County, GA",2020-12-23,"$267,500.00",267500,1756,152.33485193621868
16941,1414 GLENOVER CIR,"1414 GLENOVER CIR Cobb County, GA",2020-12-23,"$264,000.00",264000,1616,163.36633663366337
16940,1879 ARDSLEY DR,"1879 ARDSLEY DR Cobb County, GA",2020-12-23,"$395,000.00",395000,2038,193.81746810598625
16939,6071 AUTUMN VIEW TRL,"6071 AUTUMN VIEW TRL Cobb County, GA",2020-12-23,"$255,000.00",255000,1445,176.47058823529412
16938,4420 WALFORDE BLVD,"4420 WALFORDE BLVD Cobb County, GA",2020-12-23,"$274,470.00",274470,2966,92.53877275792313
16937,3156 SASANQUA LN,"3156 SASANQUA LN Cobb County, GA",2020-12-23,"$185,000.00",185000,1239,149.3139628732849
16943,1813 HANWOO LN,"1813 HANWOO LN Cobb County, GA",2020-12-23,"$351,490.00",351490,3558,98.78864530635188
16987,3840 NOWLIN RD,"3840 NOWLIN RD Cobb County, GA",2020-12-23,"$195,000.00",195000,1572,124.04580152671755
16921,411 WILD OLIVE CREST,"411 WILD OLIVE CREST Cobb County, GA",2020-12-23,"$491,879.00",491879,2412,203.9299336650083
16988,2053 WHITE OAK CIR,"2053 WHITE OAK CIR Cobb County, GA",2020-12-23,"$136,000.00",136000,816,166.66666666666666
16915,6588 ARBOR GATE DR BLDG 6,"6588 ARBOR GATE DR BLDG 6 Cobb County, GA",2020-12-24,"$126,000.00",126000,1380,91.30434782608695
16916,1200 CRESTBROOK DR,"1200 CRESTBROOK DR Cobb County, GA",2020-12-24,"$245,000.00",245000,2138,114.5930776426567
16917,2389 LITTLE JOHN TRL,"2389 LITTLE JOHN TRL Cobb County, GA",2020-12-24,"$278,400.00",278400,1375,202.47272727272727
16230,603 BASSET CT,"603 BASSET CT Cobb County, GA",2020-12-26,"$380,100.00",380100,3052,124.54128440366972
16901,1750 SHADY HILL RD,"1750 SHADY HILL RD Cobb County, GA",2020-12-28,"$602,500.00",602500,3538,170.29395138496326
16895,380 PARKSIDE MEADOW DR,"380 PARKSIDE MEADOW DR Cobb County, GA",2020-12-28,"$443,550.00",443550,4242,104.56152758132956
16894,2641 TONI PL,"2641 TONI PL Cobb County, GA",2020-12-28,"$180,000.00",180000,1008,178.57142857142858
16893,5268 SHORTHORN WAY,"5268 SHORTHORN WAY Cobb County, GA",2020-12-28,"$443,045.00",443045,3988,111.09453360080241
16892,387 WINDSOR DR SW,"387 WINDSOR DR SW Cobb County, GA",2020-12-28,"$266,250.00",266250,1604,165.99127182044887
16891,1626 ALDWORTH PL SE,"1626 ALDWORTH PL SE Cobb County, GA",2020-12-28,"$660,000.00",660000,2640,250.0
16890,3343 CORRAL DR,"3343 CORRAL DR Cobb County, GA",2020-12-28,"$150,000.00",150000,1485,101.01010101010101
16905,2261 MARSTON PARK DR,"2261 MARSTON PARK DR Cobb County, GA",2020-12-28,"$1,350,000.00",1350000,6054,222.99306243805748
16906,322 MORNING GLORY TRL,"322 MORNING GLORY TRL Cobb County, GA",2020-12-28,"$455,000.00",455000,3365,135.21545319465082
16889,1230 MOUNTAIN SPRINGS DR,"1230 MOUNTAIN SPRINGS DR Cobb County, GA",2020-12-28,"$245,000.00",245000,1690,144.97041420118344
16887,6115 CRABAPPLE PL,"6115 CRABAPPLE PL Cobb County, GA",2020-12-28,"$247,250.00",247250,1437,172.0598469032707
16886,120 CHASTAIN RD UNIT 208,"120 CHASTAIN RD UNIT 208 Cobb County, GA",2020-12-28,"$384,000.00",384000,2430,158.02469135802468
16885,3910 ORCHARD RD,"3910 ORCHARD RD Cobb County, GA",2020-12-28,"$396,250.00",396250,1650,240.15151515151516
16884,2307 MARION WALK DR UNIT 4,"2307 MARION WALK DR UNIT 4 Cobb County, GA",2020-12-28,"$285,000.00",285000,1720,165.69767441860466
16883,77 HAROLD ST,"77 HAROLD ST Cobb County, GA",2020-12-28,"$443,900.00",443900,1897,234.00105429625725
16882,2397 EMORY LN,"2397 EMORY LN Cobb County, GA",2020-12-28,"$375,000.00",375000,2088,179.5977011494253
16881,2430 BROOKGREEN CMNS,"2430 BROOKGREEN CMNS Cobb County, GA",2020-12-28,"$300,000.00",300000,2518,119.14217633042097
16888,4919 PLEASANTRY WAY,"4919 PLEASANTRY WAY Cobb County, GA",2020-12-28,"$492,345.00",492345,2588,190.24149922720247
16208,4202 ABINGTON WALK,"4202 ABINGTON WALK Cobb County, GA",2020-12-28,"$237,000.00",237000,1688,140.40284360189574
16907,4247 AMBER GLADE DR SW,"4247 AMBER GLADE DR SW Cobb County, GA",2020-12-28,"$410,000.00",410000,2491,164.59253311922922
